,LND1,LND2,CLN,LDK,Eclair_case1,Eclair_case2,Eclair_case3,Amount,Actual Amount
0,97.70387965162313,97.62470308788599,97.54552652414885,97.78305621536025,97.54552652414885,97.54552652414885,97.94140934283452,100.0,1263
1,97.98061389337641,97.89983844911147,97.81906300484653,97.49596122778675,97.65751211631664,97.49596122778675,97.5767366720517,100.0,1238
2,96.5572457966373,95.91673338670937,94.31545236188951,95.11609287429944,93.83506805444355,93.51481184947959,92.87429943955163,100.0,1249
3,86.4,82.72,74.8,80.4,72.16,69.44,67.2,100.0,1250
4,59.36,61.44,52.24,58.88,49.92,46.56,52.08,100.0,1250
5,30.72,45.84,28.32,33.44,30.08,24.8,30.64,100.0,1250
6,10.56,33.04,17.76,13.76,17.6,10.64,17.28,100.0,1250
7,5.28,26.56,13.6,5.12,11.6,8.24,9.2,100.0,1250
