,amount,LNDfee,LNDdly,LNDpthlnt,LNDtp,CLNfee,CLNdly,CLNpthlnt,CLNtp,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp
8176,11310,17.49044,280,8,Failure,17.49044,280,8,Failure,17.49044,280,8,Failure,17.49044,280,8,Failure,17.49044,280,8,Failure,15.481829999999999,554,15,Failure
8177,234865,132.18184,224,4,Success,132.18184,224,4,Success,120.6676,264,5,Failure,132.18184,224,4,Failure,132.18184,224,4,Failure,134.5318,264,5,Failure
8178,239572,360.24898,184,3,Failure,360.24898,184,3,Failure,53.02946000000001,184,6,Failure,123.28036,160,5,Success,123.28036,160,5,Success,54.02947,200,6,Failure
8179,320326,163.48415000000003,224,4,Failure,163.48415000000003,224,4,Failure,5.08898,344,7,Failure,22.829980000000003,160,5,Success,22.829980000000003,160,5,Success,25.149330000000006,200,6,Success
8180,312599,189.2645,328,4,Failure,190.57539,224,4,Failure,189.2645,328,4,Failure,190.57539,224,4,Failure,190.57539,224,4,Failure,190.57539,224,4,Failure
8181,458275,164.32539,200,6,Failure,49.202670000000005,150,5,Failure,49.202670000000005,150,5,Failure,216.59235,224,7,Failure,216.59235,224,7,Failure,159.2506,300,10,Failure
8182,16576,52.476710000000004,304,6,Success,52.476710000000004,304,6,Success,52.47213,448,7,Success,52.66162,408,6,Success,52.66162,408,6,Success,51.42584,638,13,Success
8183,15150,6.045509999999999,160,5,Failure,6.045509999999999,160,5,Failure,4.06145,200,6,Failure,6.045509999999999,160,5,Failure,6.045509999999999,160,5,Failure,5.0768,314,9,Failure
8184,9858,15.792929999999998,224,4,Success,15.792929999999998,224,4,Success,5.958589999999999,264,5,Success,15.792929999999998,224,4,Success,15.792929999999998,224,4,Success,5.958589999999999,264,5,Success
8185,441010,46.13022,108,4,Failure,46.13022,108,4,Failure,45.54215,148,5,Failure,46.13022,108,4,Failure,46.13022,108,4,Failure,54.15823,182,6,Failure
8186,81842,43.21904000000001,120,4,Failure,43.21904000000001,120,4,Failure,5.33769,224,7,Failure,43.21904000000001,120,4,Failure,43.21904000000001,120,4,Failure,5.33769,230,7,Failure
8187,7977,2.01596,224,4,Success,2.01596,224,4,Success,2.01596,224,4,Success,2.01596,224,4,Success,2.01596,224,4,Success,1.0398900000000002,414,9,Success
8188,529933,59.74635,362,5,Failure,59.74635,362,5,Failure,7.282680000000001,298,6,Failure,59.74635,362,5,Failure,59.74635,362,5,Failure,10.34256,358,8,Failure
8189,21158,70.41968,194,6,Failure,65.81456,176,6,Failure,65.75089,194,6,Failure,65.83578,194,6,Failure,65.83578,194,6,Failure,65.75188999999999,274,8,Failure
8190,76102,1.1532,110,4,Failure,1.1532,110,4,Failure,1.91422,148,5,Failure,2.7513600000000005,224,4,Success,2.7513600000000005,224,4,Success,4.22932,234,7,Success
8191,5245,0.01049,80,3,Success,0.01049,80,3,Success,0.01049,80,3,Success,0.01049,80,3,Success,0.01049,80,3,Success,0.01049,80,3,Success
8192,80825,2.24348,264,5,Failure,4.24248,160,5,Failure,3.4051399999999994,402,6,Failure,3.3233099999999993,264,5,Failure,3.3233099999999993,264,5,Failure,2.40514,522,9,Failure
8193,12518,42.42141,264,5,Success,42.42141,264,5,Success,42.42141,264,5,Success,42.42141,264,5,Success,42.42141,264,5,Success,41.07778,458,10,Success
8194,37609,3.67026,290,5,Failure,5.16591,242,5,Failure,3.67026,290,5,Failure,5.85397,264,5,Failure,5.85397,264,5,Failure,5.16591,264,5,Failure
8195,28248,86.80366,242,5,Failure,86.80366,242,5,Failure,87.3023,236,5,Failure,86.80366,264,5,Failure,86.80366,264,5,Failure,86.80366,264,5,Failure
8196,50340,229.78281,446,5,Failure,152.32295000000002,160,5,Failure,152.32295000000002,160,5,Failure,154.29705,160,5,Failure,154.29705,160,5,Failure,152.27245000000002,194,6,Failure
8197,49785,5.67771,218,4,Failure,5.67771,218,4,Failure,1.39828,258,5,Failure,5.67771,218,4,Failure,5.67771,218,4,Failure,1.74464,258,5,Failure
8198,835572,837.40841,80,3,Failure,837.40841,80,3,Failure,8.17788,200,6,Failure,233.13785000000001,110,4,Failure,233.13785000000001,110,4,Failure,77.03795000000001,230,7,Failure
8199,17143,18.86001,184,3,Success,18.86001,184,3,Success,3.04214,154,5,Success,18.86001,184,3,Success,18.86001,184,3,Success,2.80212,328,7,Success
8200,151669,27.65169,114,4,Success,27.65169,114,4,Failure,27.65169,114,4,Failure,27.65169,114,4,Failure,27.65169,114,4,Failure,27.65169,154,5,Failure
8201,1403849,10.42311,114,4,Success,10.42311,114,4,Failure,10.42311,114,4,Failure,10.42311,114,4,Failure,10.42311,114,4,Failure,24.07087,188,6,Failure
8202,19210,59.55676,346,5,Success,60.57903,242,5,Success,59.55676,346,5,Success,60.57903,242,5,Success,60.57903,242,5,Success,58.034620000000004,424,9,Success
8203,409216,105.12997999999999,160,5,Failure,126.04712,120,4,Failure,44.78652,252,8,Failure,171.79641,200,6,Success,171.79641,200,6,Failure,171.38702,200,6,Failure
8204,28309,88.76939,346,5,Failure,88.76939,346,5,Failure,88.76939,346,5,Failure,88.76939,346,5,Failure,88.76939,346,5,Failure,88.92648,438,7,Failure
8205,7996,27.693869999999997,242,5,Success,27.693869999999997,242,5,Success,27.693869999999997,242,5,Success,27.693869999999997,242,5,Success,27.693869999999997,242,5,Success,27.258179999999996,374,8,Success
8206,537912,31.97167,120,4,Failure,31.97167,120,4,Failure,28.43359,154,5,Failure,28.43359,154,5,Failure,28.43359,154,5,Failure,33.04757,274,8,Failure
8207,83366,52.02380999999999,224,4,Success,52.02380999999999,224,4,Success,9.51997,160,5,Success,10.687100000000001,160,5,Success,10.687100000000001,160,5,Success,9.419970000000001,314,9,Failure
8208,64704,201.00305,408,6,Failure,202.00605,304,6,Failure,201.00305,408,6,Failure,202.95017,304,6,Failure,202.95017,304,6,Failure,201.00305,300,7,Failure
8209,368557,186.27868,184,3,Failure,186.27868,184,3,Failure,2.7391199999999998,224,4,Failure,1.73912,232,5,Failure,1.73912,232,5,Failure,3.5819099999999997,294,6,Failure
8210,3893,0.1674,258,5,Success,0.1674,258,5,Success,0.1674,258,5,Success,0.1674,258,5,Success,0.1674,258,5,Success,0.00389,288,6,Success
8211,6328,16.535410000000002,154,5,Success,15.57288,154,5,Failure,9.01043,266,8,Failure,15.57288,154,5,Failure,15.57288,154,5,Failure,8.681410000000001,234,7,Failure
8212,3611,13.1441,160,5,Failure,13.1441,160,5,Failure,13.191199999999998,298,6,Failure,13.1441,160,5,Failure,13.1441,160,5,Failure,13.0362,348,10,Failure
8213,33467,1.03347,184,3,Success,1.03347,184,3,Failure,1.03347,184,3,Failure,1.03347,184,3,Failure,1.03347,184,3,Failure,1.03347,184,3,Failure
8214,5627,18.48489,114,4,Success,18.48489,114,4,Success,1.6246,154,5,Success,2.04503,160,5,Success,2.04503,160,5,Success,1.02814,234,7,Success
8215,36764,130.73217,224,4,Success,130.73217,224,4,Success,20.97915,368,5,Success,20.97915,368,5,Success,20.97915,368,5,Success,20.566930000000003,374,8,Success
8216,30454,2.7131800000000004,264,5,Failure,2.7131800000000004,264,5,Failure,2.7131800000000004,264,5,Failure,2.7131800000000004,264,5,Failure,2.7131800000000004,264,5,Failure,2.09136,334,7,Failure
8217,43832,9.66277,160,5,Success,9.66277,160,5,Success,9.66277,160,5,Success,10.70676,160,5,Success,10.70676,160,5,Success,9.88198,160,5,Failure
8218,78187,13.19781,160,5,Failure,13.5884,160,5,Failure,6.83232,228,7,Failure,16.15258,160,5,Success,16.15258,160,5,Success,6.83132,270,8,Failure
8219,24247,73.38842,264,5,Failure,1.0485000000000002,264,5,Failure,1.0485000000000002,264,5,Failure,1.0485000000000002,264,5,Failure,1.0485000000000002,264,5,Failure,0.12123999999999999,424,9,Failure
8220,1495,0.51243,258,5,Success,0.67282,264,5,Success,0.51243,258,5,Success,0.67282,264,5,Success,0.67282,264,5,Success,0.02393,322,7,Failure
8222,28943,4.53399,160,5,Failure,4.53399,160,5,Failure,4.40522,194,6,Failure,8.1362,160,5,Success,8.1362,160,5,Success,2.5499199999999997,314,9,Success
8223,28981,88.16385,80,3,Success,88.16385,80,3,Failure,88.16385,80,3,Failure,88.16385,80,3,Failure,88.16385,80,3,Failure,88.03121,274,8,Failure
8224,24977,19.71137,224,4,Failure,20.88596,120,4,Failure,6.99469,148,5,Failure,20.88596,120,4,Failure,20.88596,120,4,Failure,6.5709800000000005,372,8,Failure
8225,16786,34.24529999999999,478,4,Success,34.24529999999999,478,4,Success,34.24529999999999,478,4,Success,34.24529999999999,478,4,Success,34.24529999999999,478,4,Success,34.24529999999999,478,4,Success
8226,20412,2.8369299999999997,154,5,Success,2.8369299999999997,154,5,Success,2.8369299999999997,154,5,Success,2.8369299999999997,154,5,Failure,2.8369299999999997,154,5,Failure,2.8797499999999996,368,8,Failure
8227,15149,1.6363400000000001,264,5,Failure,1.6363400000000001,264,5,Failure,1.6363400000000001,264,5,Failure,1.6363400000000001,264,5,Failure,1.6363400000000001,264,5,Failure,1.07575,344,7,Failure
8228,23530,29.84431,120,4,Failure,29.84431,120,4,Failure,6.72991,194,6,Failure,29.84431,120,4,Failure,29.84431,120,4,Failure,6.4945699999999995,314,9,Failure
8229,5499,18.04665,160,5,Success,17.52459,160,5,Success,17.52459,160,5,Success,17.52459,160,5,Success,17.52459,160,5,Success,17.52459,240,7,Success
8230,21525,129.34372000000002,296,5,Failure,129.36638,264,5,Failure,68.04922,324,6,Failure,68.0924,272,6,Failure,68.0924,272,6,Failure,66.11775,482,8,Failure
8231,1040008,106.04101,80,3,Failure,106.04101,80,3,Failure,29.0803,160,5,Failure,2060.73041,160,5,Failure,2060.73041,160,5,Failure,2060.73041,160,5,Failure
8232,9498,32.27471,242,5,Success,32.65545,264,5,Failure,30.506529999999998,512,6,Success,32.27471,242,5,Success,32.27471,242,5,Success,32.27471,260,6,Success
8233,14392,47.65439,258,5,Failure,47.65439,258,5,Failure,48.08072,236,5,Failure,47.65439,258,5,Failure,47.65439,258,5,Failure,46.79576,408,9,Failure
8234,537153,53.7153,74,3,Success,53.7153,74,3,Success,53.7153,74,3,Success,53.7153,74,3,Success,53.7153,74,3,Success,53.7153,114,4,Failure
8235,47300,72.97467,224,4,Success,72.97467,224,4,Success,1.3331,344,7,Success,4.1892,160,5,Success,4.1892,160,5,Failure,2.0202999999999998,314,9,Success
8236,68461,51.20102,218,4,Failure,77.06208,218,4,Failure,2.3157699999999997,138,5,Failure,3.31578,144,5,Success,3.31578,144,5,Success,2.3157699999999997,332,7,Success
8237,778356,83.17102000000001,160,5,Failure,83.17102000000001,160,5,Failure,13.898050000000001,222,7,Failure,53.89008,194,6,Failure,53.89008,194,6,Failure,34.35613,240,7,Failure
8238,13084,41.281240000000004,224,4,Success,41.281240000000004,224,4,Success,41.281240000000004,224,4,Success,41.281240000000004,224,4,Success,41.281240000000004,224,4,Success,41.29437,374,8,Success
8239,38476,66.42456,148,5,Failure,20.77659,154,5,Success,3.57916,298,6,Failure,4.80881,172,6,Success,4.80881,172,6,Success,3.8853400000000002,222,7,Success
8240,4305,4.82655,270,4,Success,4.82655,270,4,Success,0.56065,350,6,Success,2.4606500000000002,138,5,Success,2.4606500000000002,138,5,Success,0.56065,350,6,Success
8241,8007,14.10172,160,5,Failure,14.10172,160,5,Failure,14.10172,160,5,Failure,14.582920000000001,200,6,Failure,14.582920000000001,200,6,Failure,13.75086,794,9,Failure
8242,12012,56.120250000000006,240,7,Failure,56.120250000000006,240,7,Failure,56.180550000000004,344,7,Success,56.120250000000006,272,7,Success,56.120250000000006,272,7,Success,56.15643000000001,488,11,Failure
8243,19061,59.094820000000006,264,5,Success,59.094820000000006,264,5,Success,59.094820000000006,264,5,Success,59.21424,264,5,Failure,59.21424,264,5,Failure,59.21424,372,8,Failure
8244,570428,287.785,214,4,Failure,287.785,214,4,Failure,3.71129,184,6,Failure,60.75427,150,5,Success,60.75427,150,5,Success,5.28172,190,6,Success
8245,1028135,1292.5150500000002,304,6,Failure,1292.5150500000002,304,6,Failure,10.140690000000001,280,8,Failure,215.76891999999998,240,7,Failure,215.76891999999998,240,7,Failure,14.196990000000001,280,8,Success
8246,163513,17.51493,80,3,Success,17.51493,80,3,Success,16.67836,164,5,Success,17.51493,80,3,Success,17.51493,80,3,Success,17.51493,120,4,Success
8247,13284,9.15579,214,4,Failure,9.15579,214,4,Failure,4.31762,250,7,Failure,9.15579,214,4,Failure,9.15579,214,4,Failure,2.24697,394,10,Failure
8248,162114,18.37363,80,3,Success,18.37363,80,3,Success,2.78526,258,5,Failure,18.37363,80,3,Success,18.37363,80,3,Failure,18.37363,80,3,Failure
8249,9719,31.1795,264,5,Success,1.5874799999999998,264,5,Failure,1.5874799999999998,264,5,Failure,1.5874799999999998,264,5,Failure,1.5874799999999998,264,5,Failure,1.0486,344,7,Failure
8250,149521,78.75704999999999,224,4,Failure,78.75704999999999,224,4,Failure,4.29627,408,6,Failure,78.75704999999999,224,4,Failure,78.75704999999999,224,4,Failure,87.08450000000002,306,9,Failure
8251,2449,2.9567900000000003,114,4,Success,2.9567900000000003,114,4,Success,1.08572,132,5,Success,1.01425,264,5,Success,1.01425,264,5,Success,1.0167000000000002,472,12,Success
8252,922,0.0922,80,3,Success,0.0922,80,3,Success,0.0922,80,3,Success,0.0922,80,3,Success,0.0922,80,3,Success,0.0922,80,3,Success
8253,198573,22.048859999999998,340,5,Success,615.83506,196,4,Failure,9.737260000000001,198,6,Success,23.048859999999998,132,5,Success,23.048859999999998,132,5,Failure,10.54584,422,9,Success
8254,13303,2.59863,264,5,Failure,2.0266,264,5,Failure,2.0266,264,5,Failure,2.0266,264,5,Failure,2.0266,264,5,Failure,1.1064200000000002,334,7,Failure
8255,1366,3.68437,224,4,Success,3.68437,224,4,Success,2.00884,264,5,Success,2.00884,264,5,Success,2.00884,264,5,Success,2.0054800000000004,200,6,Success
8256,110427,59.42887,254,5,Success,59.42887,254,5,Failure,59.42887,254,5,Success,59.42887,254,5,Failure,59.42887,254,5,Failure,59.42887,254,5,Failure
8257,7535,2.51454,80,3,Success,2.51454,80,3,Success,2.51454,80,3,Success,2.51454,80,3,Success,2.51454,80,3,Success,1.09146,350,10,Success
8258,995,1.1602,138,5,Success,1.1602,138,5,Success,1.6478599999999999,154,5,Success,1.1602,138,5,Success,1.1602,138,5,Success,1.1602,138,5,Success
8259,14448,1.01445,328,4,Success,1.01445,328,4,Failure,1.01445,328,4,Failure,1.01445,328,4,Failure,1.01445,328,4,Failure,1.01445,328,4,Failure
8260,22952,6.63651,264,5,Failure,2.2524699999999998,236,5,Failure,2.2524699999999998,236,5,Failure,2.2524699999999998,236,5,Failure,2.2524699999999998,236,5,Failure,2.2524699999999998,328,8,Failure
8261,196973,14.28055,98,4,Success,15.17455,114,4,Success,15.17455,114,4,Success,15.17455,114,4,Success,15.17455,114,4,Success,14.28055,98,4,Failure
8262,14927,47.83192,264,5,Failure,47.83192,264,5,Failure,46.3649,288,6,Failure,48.55061,264,5,Failure,48.55061,264,5,Failure,45.810939999999995,328,7,Failure
8263,11604,1.1812200000000002,160,5,Success,1.0348000000000002,138,5,Failure,1.0348000000000002,138,5,Failure,1.1812200000000002,160,5,Success,1.1812200000000002,160,5,Success,1.06961,322,10,Success
8264,4542,14.63355,264,5,Success,14.63355,264,5,Success,15.44091,402,6,Success,14.63355,264,5,Success,14.63355,264,5,Success,13.626,492,8,Success
8265,1321687,662.84416,218,4,Failure,662.84416,218,4,Failure,6.965069999999999,264,8,Failure,662.84416,244,4,Failure,662.84416,244,4,Failure,662.84416,244,4,Failure
8266,4244,4.31694,160,5,Success,4.31694,160,5,Failure,2.10266,194,6,Success,4.31694,160,5,Failure,4.31694,160,5,Failure,2.06021,230,7,Failure
8267,65009,35.569570000000006,224,4,Success,35.569570000000006,224,4,Success,35.569570000000006,224,4,Success,35.569570000000006,224,4,Success,35.569570000000006,224,4,Success,35.569570000000006,224,4,Success
8268,234001,26.272299999999998,114,4,Failure,703.4112200000001,80,3,Failure,26.272299999999998,114,4,Failure,26.272299999999998,114,4,Failure,26.272299999999998,114,4,Failure,26.272299999999998,114,4,Failure
8269,308709,93.92767,120,4,Failure,93.92767,120,4,Failure,7.7784,234,7,Failure,101.10329999999999,120,4,Failure,101.10329999999999,120,4,Failure,22.522790000000004,270,8,Failure
8270,2928,3.7569500000000002,264,5,Success,3.75988,254,5,Success,3.7608800000000002,264,5,Success,3.7569500000000002,264,5,Success,3.7569500000000002,264,5,Success,3.7569500000000002,264,5,Failure
8271,13301,1.6197000000000001,264,5,Success,1.6197000000000001,264,5,Failure,1.6197000000000001,264,5,Failure,1.6197000000000001,264,5,Failure,1.6197000000000001,264,5,Failure,1.0665,414,9,Failure
8272,124314,32.20496,535,4,Success,32.20496,535,4,Failure,14.054139999999999,299,5,Failure,32.20496,535,4,Failure,32.20496,535,4,Failure,32.32915,349,9,Failure
8273,10317,1.01032,328,4,Success,1.01032,328,4,Failure,1.01032,328,4,Failure,1.01032,328,4,Failure,1.01032,328,4,Failure,1.01032,328,4,Failure
8274,12545,1.0260900000000002,224,4,Success,1.0260900000000002,224,4,Failure,1.98407,258,5,Failure,1.0260900000000002,224,4,Failure,1.0260900000000002,224,4,Failure,1.02509,294,6,Failure
8275,164807,15.51437,120,4,Failure,15.51437,120,4,Failure,2.32962,160,5,Failure,16.17365,160,5,Success,16.17365,160,5,Success,4.65924,240,7,Success
8276,210751,11.18713,154,5,Failure,11.18713,154,5,Failure,4.73978,184,6,Success,24.42892,154,5,Failure,24.42892,154,5,Failure,4.73978,268,8,Failure
8277,24808,1.39693,264,5,Success,1.39693,264,5,Failure,1.39693,264,5,Failure,2.29002,264,5,Failure,2.29002,264,5,Failure,1.19847,334,7,Failure
8278,15445,2.03089,242,5,Failure,2.03089,242,5,Failure,2.77226,264,5,Failure,2.03089,264,5,Failure,2.03089,264,5,Failure,1.12357,334,7,Failure
8280,39137,119.49252,368,5,Failure,119.49252,368,5,Failure,119.49252,368,5,Failure,120.53477000000001,368,5,Failure,120.53477000000001,368,5,Failure,119.53177000000001,408,6,Failure
8281,61805,7.129910000000001,160,5,Failure,14.484839999999998,138,5,Failure,4.8034799999999995,188,6,Failure,14.946159999999999,154,5,Failure,14.946159999999999,154,5,Failure,11.608150000000002,268,8,Failure
8282,19240,158.32390999999998,154,5,Success,158.32390999999998,154,5,Success,2.1346899999999995,240,7,Success,4.07696,200,6,Success,4.07696,200,6,Success,2.5002899999999997,240,7,Success
8283,81397,8.40824,150,5,Failure,8.40824,150,5,Failure,8.40824,150,5,Failure,17.36081,154,5,Failure,17.36081,154,5,Failure,16.36081,194,6,Failure
8284,7145,23.51683,264,5,Success,22.48517,264,5,Success,22.48517,264,5,Success,22.48517,264,5,Success,22.48517,264,5,Success,22.48517,418,9,Success
8285,2814,1.01406,264,5,Success,1.01406,264,5,Success,1.01406,264,5,Success,1.01406,264,5,Success,1.01406,264,5,Success,1.01406,264,5,Success
8286,285659,197.84632,184,3,Failure,197.84632,184,3,Failure,28.28086,160,5,Failure,197.84632,184,3,Failure,197.84632,184,3,Failure,147.26959,396,9,Success
8287,475015,241.40874,224,4,Failure,241.40874,224,4,Failure,241.40874,224,4,Failure,409.50904999999995,120,4,Success,409.50904999999995,120,4,Success,248.58705999999998,264,5,Failure
8288,524,2.5730500000000003,264,5,Success,2.5730500000000003,264,5,Success,2.58146,258,5,Success,2.5730500000000003,264,5,Success,2.5730500000000003,264,5,Success,2.5730500000000003,264,5,Success
8289,66425,8.30682,74,3,Success,8.30682,74,3,Success,3.7971199999999996,148,5,Failure,8.30682,74,3,Success,8.30682,74,3,Success,4.19569,184,6,Failure
8290,2697,3.0080999999999998,160,5,Success,3.0080999999999998,160,5,Success,3.0080999999999998,160,5,Success,3.0080999999999998,160,5,Success,3.0080999999999998,160,5,Success,3.01619,314,9,Success
8291,68050,97.8651,114,4,Success,97.8651,114,4,Success,2.20415,424,5,Failure,8.07733,154,5,Success,8.07733,154,5,Success,8.48568,224,7,Success
8292,282349,51.66321000000001,138,5,Failure,52.94579,160,5,Failure,35.44677,200,6,Failure,52.94579,160,5,Failure,52.94579,160,5,Failure,36.44689,178,6,Failure
8293,12789,2.02558,386,6,Failure,2.02558,386,6,Failure,2.9592,298,6,Failure,2.02558,386,6,Failure,2.02558,386,6,Failure,2.0383700000000005,374,8,Failure
8294,16653,50.98071,368,5,Success,49.96101,368,5,Failure,49.96101,368,5,Failure,50.98071,368,5,Success,50.98071,368,5,Success,50.09471,514,10,Failure
8295,72153,1.21645,120,4,Failure,1.21645,120,4,Failure,1.21645,120,4,Failure,9.359720000000001,120,4,Success,9.359720000000001,120,4,Success,2.2885999999999997,228,7,Success
8296,11375,2.57964,264,5,Failure,2.57964,264,5,Failure,2.57964,264,5,Failure,2.57964,264,5,Failure,2.57964,264,5,Failure,1.0568899999999999,414,9,Failure
8297,83099,335.15189000000004,342,5,Failure,335.15189000000004,342,5,Failure,86.0972,410,7,Failure,90.59270000000001,382,6,Failure,90.59270000000001,382,6,Failure,85.43083,502,9,Failure
8298,228040,40.28212,200,6,Failure,40.78117,194,6,Failure,26.71655,244,7,Failure,85.67279,298,9,Failure,85.67279,298,9,Failure,87.67381,396,12,Failure
8299,654406,328.20331999999996,184,3,Failure,328.20331999999996,184,3,Failure,3.61764,114,4,Failure,123.02626,114,4,Failure,123.02626,114,4,Failure,123.02626,114,4,Failure
8300,11946,2.5325800000000003,160,5,Success,2.5325800000000003,160,5,Success,1.2050899999999998,338,7,Failure,2.5325800000000003,160,5,Failure,2.5325800000000003,160,5,Failure,1.0716899999999998,240,7,Success
8301,6778,3.03026,160,5,Success,3.03026,160,5,Failure,3.03026,160,5,Success,3.31502,160,5,Failure,3.31502,160,5,Failure,3.03704,302,9,Failure
8302,28287,86.92074,242,5,Success,86.92074,242,5,Success,86.92074,242,5,Success,86.92074,264,5,Success,86.92074,264,5,Success,86.92074,264,5,Success
8303,1566,9.41009,296,5,Success,9.41009,296,5,Success,9.56764,282,6,Success,9.41009,296,5,Success,9.41009,296,5,Success,9.41009,296,5,Success
8304,932376,470.1213,224,4,Failure,706.14966,120,4,Failure,5.79714,160,5,Failure,1172.75589,264,5,Failure,1172.75589,264,5,Failure,1172.75589,264,5,Failure
8305,12500,1.25,224,4,Failure,1.25,202,4,Failure,1.25,202,4,Failure,1.25,224,4,Failure,1.25,224,4,Failure,1.25,224,4,Failure
8306,50135,156.49393999999998,160,5,Failure,156.49393999999998,160,5,Failure,156.49393999999998,160,5,Failure,157.54432999999997,160,5,Failure,157.54432999999997,160,5,Failure,156.54522999999998,322,7,Failure
8307,146779,162.61852,202,4,Success,162.61852,202,4,Success,162.61852,202,4,Success,162.61852,202,4,Success,162.61852,202,4,Success,162.61852,202,4,Success
8308,47281,11.50397,160,5,Success,15.27985,150,5,Success,6.059110000000001,200,6,Success,15.23255,160,5,Success,15.23255,160,5,Success,6.106400000000002,314,9,Success
8309,2727674,1145.7431000000001,120,4,Failure,1145.7431000000001,120,4,Failure,7.455349999999999,234,7,Failure,697.83687,138,5,Failure,697.83687,138,5,Failure,697.83687,138,5,Failure
8310,483212,105.37401000000001,116,4,Success,105.37401000000001,116,4,Success,3.43284,160,5,Failure,105.37401000000001,116,4,Success,105.37401000000001,116,4,Success,7.34893,200,6,Failure
8311,4402,3.2911099999999998,328,4,Success,3.2911099999999998,328,4,Success,3.2911099999999998,328,4,Success,3.2911099999999998,328,4,Success,3.2911099999999998,328,4,Success,3.30234,334,7,Success
8312,114664,118.50147000000001,114,4,Success,118.50147000000001,114,4,Success,7.7530399999999995,256,8,Failure,118.50147000000001,114,4,Success,118.50147000000001,114,4,Success,117.89556,150,6,Success
8313,192292,14.21067,110,4,Success,39.650729999999996,80,3,Failure,14.21067,110,4,Success,39.650729999999996,80,3,Failure,39.650729999999996,80,3,Failure,15.36451,226,8,Failure
8314,842896,87.81864,120,4,Failure,87.81864,120,4,Failure,85.97556,154,5,Failure,259.35808,120,4,Failure,259.35808,120,4,Failure,140.80515,160,5,Success
8315,26239,81.05923,264,5,Failure,81.05923,264,5,Failure,80.875,326,7,Failure,81.05923,264,5,Failure,81.05923,264,5,Failure,80.32230999999999,368,8,Failure
8316,20114,2.04023,264,5,Success,2.04023,264,5,Failure,2.24137,276,6,Failure,2.6408,264,5,Failure,2.6408,264,5,Failure,2.06034,334,7,Failure
8317,10855,35.40634,264,5,Failure,35.40634,264,5,Failure,35.48129000000001,264,5,Success,35.65677,264,5,Failure,35.65677,264,5,Failure,34.392450000000004,338,7,Success
8318,9141,1.0182799999999999,254,5,Success,1.0182799999999999,254,5,Failure,1.0182799999999999,254,5,Success,1.0182799999999999,254,5,Failure,1.0182799999999999,254,5,Failure,1.0182799999999999,254,5,Failure
8319,9587,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Failure
8320,19566,43.75393,114,4,Success,43.75393,114,4,Success,2.25437,148,5,Success,3.8000800000000003,154,5,Success,3.8000800000000003,154,5,Success,2.2348,174,6,Success
8321,470402,95.18511000000001,120,4,Success,95.18511000000001,120,4,Success,50.3801,154,5,Failure,95.18511000000001,120,4,Failure,95.18511000000001,120,4,Failure,67.48953,152,5,Failure
8322,5714215,9145.16741,184,3,Failure,9145.16741,184,3,Failure,734.57205,160,5,Failure,6869.40984,224,4,Success,6869.40984,224,4,Failure,6619.9604,282,6,Success
8323,74222,222.74044,80,3,Failure,222.74044,80,3,Failure,127.25175,154,5,Success,128.6235,110,4,Success,128.6235,110,4,Failure,127.25175,154,5,Failure
8324,12525,1.01252,328,4,Success,1.01252,328,4,Failure,1.01252,328,4,Success,1.01252,328,4,Failure,1.01252,328,4,Failure,1.01252,328,4,Failure
8326,4650,1.0093,160,5,Success,1.0093,160,5,Success,1.4743000000000002,160,5,Success,1.0093,192,5,Success,1.0093,192,5,Success,0.02325,200,6,Success
8327,11383,35.617110000000004,264,5,Failure,35.617110000000004,264,5,Failure,35.708450000000006,288,6,Failure,35.617110000000004,264,5,Failure,35.617110000000004,264,5,Failure,35.286010000000005,328,7,Failure
8328,493,1.0674700000000001,264,5,Success,1.0674700000000001,264,5,Success,1.1192300000000002,316,7,Success,1.0674700000000001,264,5,Success,1.0674700000000001,264,5,Success,1.01035,368,8,Success
8329,113837,57.80466,218,4,Failure,57.80466,218,4,Failure,2.22768,154,5,Success,2.25221,258,5,Success,2.25221,258,5,Failure,2.25221,258,5,Failure
8330,12015,41.16646,500,4,Success,41.16646,500,4,Success,1.18024,150,5,Success,1.18024,150,5,Success,1.18024,150,5,Success,1.06009,230,7,Success
8331,176263,2.9388900000000002,74,3,Failure,2.9388900000000002,74,3,Failure,2.9388900000000002,74,3,Failure,2.9388900000000002,74,3,Failure,2.9388900000000002,74,3,Failure,2.9388900000000002,74,3,Failure
8332,5440,0.12512,192,4,Success,0.12512,192,4,Success,0.12512,192,4,Success,0.12512,192,4,Success,0.12512,192,4,Success,0.1088,254,5,Success
8333,122180,13.34019,120,4,Failure,13.34019,120,4,Failure,2.3665399999999996,160,5,Failure,17.43993,120,4,Success,17.43993,120,4,Success,15.9065,224,7,Success
8334,22748,1.0455,264,5,Failure,1.0455,264,5,Failure,1.0455,264,5,Failure,1.0455,264,5,Failure,1.0455,264,5,Failure,1.0455,264,5,Failure
