,amount,LNDfee,LNDdly,LNDpthlnt,LNDtp,CLNfee,CLNdly,CLNpthlnt,CLNtp,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp
0,15858,14.72341,242,5,Success,14.72341,242,5,Success,14.76414,264,5,Success,14.73828,264,5,Success,14.73828,264,5,Success,14.81761,294,6,Success
2,243449,74.28309,120,4,Failure,74.28309,120,4,Failure,3.6287000000000003,448,7,Failure,74.28309,120,4,Failure,74.28309,120,4,Failure,18.094019999999997,240,7,Success
3,6598,0.37609000000000004,224,4,Failure,0.37609000000000004,224,4,Failure,0.37609000000000004,224,4,Failure,0.37609000000000004,224,4,Failure,0.37609000000000004,224,4,Failure,0.0132,334,7,Failure
4,226552,5.984170000000001,114,4,Success,5.984170000000001,114,4,Success,5.984170000000001,114,4,Success,15.93693,98,4,Success,15.93693,98,4,Success,15.93693,98,4,Success
5,23796,27.2028,120,4,Failure,27.2028,120,4,Failure,3.80797,292,6,Failure,3.4034,154,5,Failure,3.4034,154,5,Failure,3.4034,154,5,Failure
6,24028,1.02403,202,4,Failure,1.02403,202,4,Failure,1.18906,236,5,Success,2.04806,224,4,Failure,2.04806,224,4,Failure,1.27715,466,8,Failure
7,20586,0.02059,254,5,Success,0.02059,254,5,Failure,0.02059,254,5,Failure,0.02059,254,5,Failure,0.02059,254,5,Failure,0.02059,254,5,Failure
8,24351,7.943279999999999,160,5,Failure,8.45593,160,5,Failure,7.067629999999999,194,6,Failure,9.136759999999999,160,5,Failure,9.136759999999999,160,5,Failure,7.067629999999999,194,6,Failure
9,33533,12.597190000000001,142,5,Failure,12.597190000000001,142,5,Failure,6.35645,176,6,Failure,12.597190000000001,142,5,Failure,12.597190000000001,142,5,Failure,5.1857,178,7,Failure
10,1621,4.34726,304,6,Success,4.34726,304,6,Success,4.3764400000000006,332,7,Success,4.34726,304,6,Success,4.34726,304,6,Success,4.34402,300,7,Success
11,298,1.8973,224,4,Success,1.8973,224,4,Success,1.8973,224,4,Success,1.8973,224,4,Success,1.8973,224,4,Success,0.90894,532,9,Success
12,106936,3.28324,114,4,Failure,3.28324,114,4,Failure,2.65362,264,5,Failure,2.4297500000000003,242,5,Success,2.4297500000000003,242,5,Success,2.4297500000000003,242,5,Failure
13,48070,21.228,224,4,Failure,21.228,224,4,Failure,21.228,224,4,Failure,50.513540000000006,224,4,Failure,50.513540000000006,224,4,Failure,22.27649,338,7,Failure
14,4657,3.5107999999999997,242,5,Success,3.5107999999999997,242,5,Failure,1.67748,496,6,Failure,3.5107999999999997,242,5,Failure,3.5107999999999997,242,5,Failure,1.5796800000000002,494,7,Failure
15,894748,392.17661999999996,121,5,Failure,3582.79666,120,4,Failure,326.99996000000004,181,6,Failure,637.39058,141,5,Failure,637.39058,141,5,Failure,376.56933,217,8,Failure
16,364816,25.4094,160,5,Failure,840.81457,110,4,Success,4.91855,194,6,Success,7.242649999999999,200,6,Success,7.242649999999999,200,6,Success,7.242649999999999,200,6,Failure
17,60877,3.18264,120,4,Failure,3.18264,120,4,Failure,3.18264,120,4,Failure,4.18264,160,5,Success,4.18264,160,5,Success,3.24452,200,6,Success
18,2726549,549.0371,80,3,Failure,549.0371,80,3,Failure,549.0371,80,3,Failure,548.0369,110,4,Success,548.0369,110,4,Success,548.0369,110,4,Success
19,134486,2.26898,160,5,Failure,2.26898,160,5,Failure,2.0759,222,7,Failure,2.26898,160,5,Failure,2.26898,160,5,Failure,2.26898,160,5,Failure
20,38073,154.98268,382,6,Failure,1200.5897599999998,274,4,Failure,121.09249999999999,432,7,Failure,155.17381,350,6,Failure,155.17381,350,6,Failure,121.13168999999999,514,10,Failure
21,4148233,272.88745,74,3,Failure,272.88745,74,3,Failure,52.7789,198,6,Failure,278.03602,132,5,Failure,278.03602,132,5,Failure,278.03602,132,5,Failure
22,17249,2.0345,264,5,Success,2.0345,264,5,Failure,2.2069900000000002,276,6,Failure,2.6207399999999996,264,5,Failure,2.6207399999999996,264,5,Failure,1.138,334,7,Failure
23,6428,20.60941,298,6,Success,20.60941,298,6,Success,20.60941,298,6,Success,20.60941,298,6,Success,20.60941,298,6,Success,20.60941,382,8,Success
24,16066,2.04921,264,5,Success,2.04921,264,5,Failure,3.16211,298,6,Failure,2.04921,264,5,Failure,2.04921,264,5,Failure,1.53119,420,10,Failure
25,36598,112.59387000000001,160,5,Failure,112.59387000000001,160,5,Failure,2.98631,194,6,Failure,2.84177,200,6,Failure,2.84177,200,6,Failure,1.8783599999999998,234,7,Failure
26,25072,5.80424,160,5,Failure,5.9048300000000005,132,5,Failure,5.84525,154,5,Failure,6.02992,160,5,Failure,6.02992,160,5,Failure,5.67917,196,7,Failure
27,19148,3.5732999999999997,194,6,Success,3.5732999999999997,194,6,Success,3.01701,234,7,Success,3.5732999999999997,194,6,Success,3.5732999999999997,194,6,Success,1.8063799999999999,350,10,Success
28,70140,247.59525,224,4,Failure,247.59525,224,4,Failure,38.942510000000006,252,5,Failure,247.59525,224,4,Failure,247.59525,224,4,Failure,247.59525,264,5,Failure
29,5178,15.5392,264,5,Success,15.5392,264,5,Success,15.799529999999999,286,6,Success,15.5392,264,5,Success,15.5392,264,5,Success,15.534,308,6,Success
30,17080,2.26394,258,5,Failure,2.26394,258,5,Failure,2.26394,258,5,Failure,2.26394,258,5,Failure,2.26394,258,5,Failure,1.06932,432,7,Failure
31,21098,3.0633,120,4,Failure,3.0633,120,4,Failure,3.0633,120,4,Failure,3.0633,120,4,Failure,3.0633,120,4,Failure,2.16878,258,8,Failure
32,9812,3.84562,258,5,Success,4.1587499999999995,258,5,Failure,2.5907299999999998,506,6,Failure,4.1587499999999995,258,5,Failure,4.1587499999999995,258,5,Failure,1.6083500000000002,586,11,Failure
33,2488157,69.18042,120,4,Failure,69.18042,120,4,Failure,10.46448,264,8,Failure,2780.39245,264,5,Failure,2780.39245,264,5,Failure,1436.02607,314,6,Failure
34,27348,85.54023,150,5,Failure,85.54023,150,5,Failure,85.54023,150,5,Failure,85.54023,150,5,Failure,85.54023,150,5,Failure,85.54023,150,5,Failure
35,69768,312.28448000000003,200,6,Success,312.28448000000003,200,6,Success,311.0041800000001,224,7,Success,312.28448000000003,200,6,Success,312.28448000000003,200,6,Success,312.28448000000003,200,6,Success
36,5595,0.54477,264,5,Success,0.54477,264,5,Success,0.54477,264,5,Success,0.54477,264,5,Success,0.54477,264,5,Failure,0.0056,368,8,Failure
37,37021,21.54756,224,4,Success,21.54756,224,4,Success,21.54756,224,4,Success,21.54756,224,4,Success,21.54756,224,4,Success,21.54756,224,4,Success
38,1968,2.2008400000000004,138,5,Success,2.2008400000000004,138,5,Success,2.2008400000000004,138,5,Success,2.2028100000000004,138,5,Success,2.2028100000000004,138,5,Success,2.01379,286,9,Success
39,6386,21.767030000000002,224,4,Success,21.767030000000002,224,4,Success,20.04194,258,5,Success,21.767030000000002,224,4,Success,21.767030000000002,224,4,Success,19.30029,288,6,Success
40,2279,1.51368,224,4,Success,1.51368,224,4,Success,1.51368,224,4,Success,1.51368,224,4,Success,1.51368,224,4,Success,0.00912,374,8,Success
41,4341,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success
42,6209,0.0,288,3,Success,0.0,288,3,Success,0.0,288,3,Success,0.0,288,3,Success,0.0,288,3,Success,0.0,288,3,Failure
43,45296,0.40767000000000003,264,5,Failure,0.40767000000000003,264,5,Failure,0.40767000000000003,264,5,Failure,1.4076799999999998,264,5,Failure,1.4076799999999998,264,5,Failure,0.40767000000000003,264,5,Failure
44,14351,51.23863,346,5,Success,51.23863,346,5,Success,51.23863,346,5,Success,51.23863,346,5,Success,51.23863,346,5,Success,51.353339999999996,436,7,Success
45,25703,1.0514000000000001,254,5,Failure,1.0514000000000001,254,5,Failure,1.0514000000000001,254,5,Failure,1.0514000000000001,254,5,Failure,1.0514000000000001,254,5,Failure,1.0514000000000001,254,5,Failure
46,378,1.28565,258,5,Success,1.28565,258,5,Success,1.32359,276,6,Success,1.28565,258,5,Success,1.28565,258,5,Success,1.28565,486,8,Success
47,16746,7.73231,258,5,Failure,7.73231,258,5,Failure,0.9043000000000001,292,6,Failure,7.73231,258,5,Failure,7.73231,258,5,Failure,0.20095999999999997,362,8,Failure
48,42545,2.08509,224,4,Failure,2.08509,224,4,Failure,2.08509,224,4,Failure,2.08509,224,4,Failure,2.08509,224,4,Failure,1.88291,264,5,Failure
49,29883,3.53209,224,4,Success,3.53209,224,4,Failure,3.53209,224,4,Failure,3.53209,224,4,Failure,3.53209,224,4,Failure,2.23907,264,5,Failure
50,9994,31.47622,408,6,Failure,32.028099999999995,298,6,Failure,32.028099999999995,402,6,Failure,32.028099999999995,298,6,Failure,32.028099999999995,298,6,Failure,30.995019999999997,526,9,Failure
51,15632,1.51585,368,5,Success,2.0468900000000003,264,5,Success,1.51585,368,5,Success,2.79773,264,5,Success,2.79773,264,5,Failure,1.03126,334,7,Failure
52,22818,26.87467,264,5,Success,26.87467,264,5,Success,1.504,448,7,Failure,3.32744,294,6,Failure,3.32744,294,6,Failure,3.32744,294,6,Failure
53,44391,135.04301,368,5,Failure,136.09053999999998,264,5,Failure,134.22253,408,6,Failure,136.87096,264,5,Failure,136.87096,264,5,Failure,133.54045000000002,372,8,Failure
54,15525,46.575,368,5,Success,46.575,368,5,Failure,0.0,616,6,Success,0.0,616,6,Failure,0.0,616,6,Failure,0.0,616,6,Failure
55,251051,246.34469,224,4,Failure,246.34469,224,4,Failure,166.45363,304,6,Failure,246.34469,224,4,Failure,246.34469,224,4,Failure,181.0182,260,6,Failure
56,37280,6.375030000000001,160,5,Failure,6.375030000000001,160,5,Failure,4.56021,228,7,Failure,6.375030000000001,160,5,Failure,6.375030000000001,160,5,Failure,3.22468,308,9,Failure
57,11091,3.14247,160,5,Failure,3.14247,160,5,Failure,3.14247,160,5,Failure,3.14247,160,5,Failure,3.14247,160,5,Failure,2.62114,312,10,Failure
58,38286,0.42114999999999997,224,4,Success,0.42114999999999997,224,4,Failure,0.42114999999999997,224,4,Failure,0.42114999999999997,224,4,Failure,0.42114999999999997,224,4,Failure,1.7680099999999999,264,5,Failure
59,176552,356.14991999999995,406,4,Failure,161.933,224,4,Failure,74.32809,154,5,Success,73.97484,160,5,Failure,73.97484,160,5,Failure,75.15186,200,6,Failure
61,66512,16.69619,224,4,Success,16.69619,224,4,Failure,3.6941499999999996,368,5,Failure,16.69619,224,4,Failure,16.69619,224,4,Failure,3.5596300000000003,264,5,Failure
62,22312,5.54411,190,6,Success,5.54411,190,6,Success,5.990379999999999,228,7,Success,5.56642,200,6,Success,5.56642,200,6,Success,5.54411,270,9,Success
63,55674,242.73736999999997,154,5,Failure,242.73736999999997,154,5,Failure,13.41343,200,6,Failure,75.65914,194,6,Failure,75.65914,194,6,Failure,76.60513,308,9,Failure
64,98960,2.3958399999999997,120,4,Failure,2.3958399999999997,120,4,Failure,2.3958399999999997,120,4,Failure,3.4947999999999997,160,5,Failure,3.4947999999999997,160,5,Failure,3.08856,314,9,Failure
65,588770,83.42857,80,3,Success,83.42857,80,3,Success,4.76631,160,5,Failure,83.42857,80,3,Success,83.42857,80,3,Success,14.59796,200,6,Success
66,443487,4.33047,120,4,Failure,4.33047,120,4,Failure,4.33047,120,4,Failure,48.608779999999996,150,5,Failure,48.608779999999996,150,5,Failure,36.74666,196,7,Failure
67,45206,11.75488,242,5,Failure,11.75488,242,5,Failure,0.67909,418,6,Failure,46.25226,264,5,Failure,46.25226,264,5,Failure,1.2667799999999998,362,8,Failure
68,22854,29.900750000000002,224,4,Success,29.900750000000002,224,4,Success,29.900750000000002,224,4,Success,29.900750000000002,224,4,Success,29.900750000000002,224,4,Success,29.037010000000002,428,9,Success
69,5334,2.01067,224,4,Success,2.01067,224,4,Success,1.00533,290,5,Success,2.01067,224,4,Success,2.01067,224,4,Success,0.021330000000000002,344,7,Success
70,10214,2.02043,224,4,Success,2.02043,224,4,Success,1.01021,258,5,Success,2.02043,224,4,Success,2.02043,224,4,Failure,0.5306299999999999,388,8,Failure
71,108105,7.40526,120,4,Failure,7.40526,120,4,Failure,3.60043,448,7,Failure,17.32551,120,4,Success,17.32551,120,4,Success,5.48643,234,7,Failure
72,1896,7.639939999999999,346,5,Success,7.69781,264,5,Success,7.8303,386,6,Success,7.69781,264,5,Success,7.69781,264,5,Success,6.85618,388,8,Success
73,4865,4.43251,472,5,Success,4.67588,368,5,Success,4.43251,472,5,Success,4.43251,472,5,Success,4.43251,472,5,Success,4.43251,472,5,Success
74,14587,2.17505,184,6,Failure,2.17505,184,6,Failure,2.5834900000000003,178,6,Failure,2.24799,184,6,Failure,2.24799,184,6,Failure,1.2188100000000002,298,9,Failure
75,25925,34.30068,154,5,Success,34.30068,154,5,Failure,32.02883,332,7,Success,34.30068,154,5,Failure,34.30068,154,5,Failure,32.02883,258,8,Failure
76,5020,2.0552200000000003,224,4,Success,2.0552200000000003,224,4,Success,2.0552200000000003,224,4,Success,2.0552200000000003,224,4,Success,2.0552200000000003,224,4,Success,2.0552200000000003,224,4,Failure
77,17197,4.4566,80,3,Success,4.4566,80,3,Success,4.4566,80,3,Success,4.4566,80,3,Success,4.4566,80,3,Success,4.4566,80,3,Success
78,40049,122.23034,264,5,Success,122.23034,264,5,Success,122.23034,264,5,Success,122.63204,264,5,Success,122.63204,264,5,Success,122.27553,304,6,Success
79,6829660,1792.94595,74,3,Failure,1792.94595,74,3,Failure,32.48901,120,4,Failure,1231.71733,150,6,Failure,1231.71733,150,6,Failure,1231.71733,150,6,Failure
80,13992,6.04735,160,5,Failure,6.04735,160,5,Failure,1.4818999999999998,190,6,Failure,9.310500000000001,264,5,Failure,9.310500000000001,264,5,Failure,2.34197,234,7,Failure
81,2732,9.20174,224,4,Success,9.20174,224,4,Success,9.20174,224,4,Success,9.20174,224,4,Success,9.20174,224,4,Success,8.864830000000001,712,13,Success
82,7943,5.27586,138,5,Failure,5.27586,138,5,Failure,4.79768,172,6,Failure,5.27586,160,5,Failure,5.27586,160,5,Failure,3.86798,188,6,Failure
83,162337,165.66199999999998,160,5,Failure,165.66199999999998,160,5,Failure,165.66199999999998,160,5,Failure,167.28699999999998,160,5,Failure,167.28699999999998,160,5,Failure,166.63699999999997,200,6,Failure
84,2685,1.0295400000000001,120,4,Success,1.0295400000000001,120,4,Success,1.29277,148,5,Success,1.0295400000000001,120,4,Success,1.0295400000000001,120,4,Success,0.37387,350,6,Failure
85,2745,9.78568,242,5,Success,9.78568,242,5,Success,9.78568,282,6,Success,9.78568,242,5,Success,9.78568,242,5,Success,9.51032,448,7,Success
86,902731,452.36595,184,3,Failure,452.36595,184,3,Failure,0.90273,164,5,Failure,136.31703,120,4,Failure,136.31703,120,4,Failure,4.70819,160,5,Failure
87,30108,97.26961,224,4,Failure,97.26961,224,4,Failure,91.42963999999999,408,6,Failure,97.26961,224,4,Failure,97.26961,224,4,Failure,90.50519,418,9,Failure
88,93932,291.27625,120,4,Failure,291.27625,120,4,Failure,2.46966,200,6,Failure,11.738679999999999,160,5,Failure,11.738679999999999,160,5,Failure,11.738679999999999,160,5,Failure
89,9606,6.802999999999999,346,5,Success,6.802999999999999,346,5,Failure,6.85106,368,5,Success,6.802999999999999,400,5,Failure,6.802999999999999,400,5,Failure,6.812620000000001,398,6,Failure
90,488020,654.9261,74,3,Failure,654.9261,74,3,Failure,5.3371699999999995,338,7,Failure,174.53822,178,6,Failure,174.53822,178,6,Failure,173.58574000000002,228,7,Failure
91,26127,46.20608,224,4,Success,46.20608,224,4,Failure,46.20608,224,4,Success,46.20608,224,4,Failure,46.20608,224,4,Failure,46.23225,264,5,Failure
92,71962,14.47649,120,4,Failure,14.47649,120,4,Failure,11.95021,194,6,Success,11.95021,200,6,Success,11.95021,200,6,Success,11.95021,196,7,Failure
93,420434,26.79433,98,4,Failure,27.371789999999997,114,4,Failure,6.3634900000000005,160,5,Failure,7.3634900000000005,194,6,Success,7.3634900000000005,194,6,Success,7.3634900000000005,194,6,Success
94,50853,13.738859999999999,120,4,Success,13.738859999999999,120,4,Success,2.2638,292,6,Success,13.738859999999999,120,4,Success,13.738859999999999,120,4,Failure,2.11024,160,5,Success
95,15520,28.77603,224,4,Success,28.77603,224,4,Failure,28.77603,224,4,Success,28.77603,224,4,Failure,28.77603,224,4,Failure,28.86919,334,7,Failure
96,18476,4.60743,160,5,Success,4.60743,160,5,Success,5.30314,178,6,Success,4.60743,160,5,Success,4.60743,160,5,Success,2.40648,254,8,Success
97,5253,1.0105,254,5,Success,1.0105,254,5,Success,1.0105,254,5,Success,1.0105,254,5,Success,1.0105,254,5,Failure,1.0105,254,5,Failure
98,39637,44.99414,264,5,Failure,44.99414,264,5,Failure,44.99414,264,5,Failure,46.795719999999996,258,5,Success,46.795719999999996,258,5,Success,46.83539999999999,328,7,Failure
99,35159,110.03872,202,4,Failure,110.03872,202,4,Failure,108.20498,286,6,Success,110.03872,202,4,Failure,110.03872,202,4,Failure,106.58379,384,8,Success
100,23625,5.77225,120,4,Failure,5.77225,120,4,Failure,2.1773800000000003,304,6,Failure,5.93293,160,5,Failure,5.93293,160,5,Failure,1.21264,190,6,Failure
101,126940,14.39763,100,4,Success,14.39763,100,4,Success,3.5087600000000005,154,5,Success,3.38082,160,5,Failure,3.38082,160,5,Failure,3.38082,160,5,Failure
102,10955,2.02192,242,5,Failure,2.02192,242,5,Failure,2.02192,242,5,Failure,2.02192,242,5,Failure,2.02192,242,5,Failure,2.0657500000000004,362,8,Failure
103,10811,4.93679,120,4,Success,4.93679,120,4,Success,2.0324299999999997,160,5,Success,4.93679,120,4,Success,4.93679,120,4,Success,2.04324,302,9,Success
104,111950,320.27292000000006,540,5,Failure,320.27292000000006,540,5,Failure,4.4853700000000005,234,7,Failure,41.5116,574,6,Failure,41.5116,574,6,Failure,4.4853700000000005,234,7,Failure
105,26874,82.68190999999999,264,5,Failure,82.68190999999999,264,5,Failure,82.54773999999999,298,6,Failure,83.65795,264,5,Failure,83.65795,264,5,Failure,80.81168,676,10,Failure
106,7165,1.43307,80,3,Success,1.43307,80,3,Success,1.43307,80,3,Success,1.43307,80,3,Failure,1.43307,80,3,Failure,1.43307,80,3,Failure
107,18360,57.11984,264,5,Success,57.11984,264,5,Success,1.0937999999999999,448,7,Failure,1.6652399999999998,408,6,Failure,1.6652399999999998,408,6,Failure,1.0917999999999999,414,9,Failure
108,16562,18.12571,120,4,Success,18.12571,120,4,Success,0.08679999999999999,264,5,Failure,2.29388,264,5,Success,2.29388,264,5,Failure,0.66247,270,8,Success
109,2981,2.65485,368,5,Success,2.5982,368,5,Success,2.5982,368,5,Success,2.5982,368,5,Success,2.5982,368,5,Failure,2.6011800000000003,416,7,Failure
110,18624,7.1279200000000005,160,5,Success,7.1279200000000005,160,5,Success,3.70269,304,6,Success,7.1279200000000005,160,5,Success,7.1279200000000005,160,5,Success,2.40259,294,9,Success
111,223219,114.83344,224,4,Failure,114.83344,224,4,Failure,114.83344,224,4,Failure,120.53286,224,4,Success,120.53286,224,4,Failure,113.60961,264,5,Success
112,23300,2.0466,224,4,Failure,2.0466,224,4,Failure,2.0466,224,4,Failure,2.0699000000000005,304,6,Success,2.0699000000000005,304,6,Failure,2.0699000000000005,304,6,Failure
113,42259,0.55037,368,5,Success,2.2535600000000002,242,5,Failure,0.55037,368,5,Failure,2.2535600000000002,264,5,Failure,2.2535600000000002,264,5,Failure,2.2535600000000002,264,5,Failure
114,406807,88.65057999999999,138,5,Failure,88.65057999999999,138,5,Failure,88.65057999999999,138,5,Failure,88.65057999999999,138,5,Failure,88.65057999999999,138,5,Failure,88.65057999999999,138,5,Failure
115,17937,1.22072,74,3,Success,1.22072,74,3,Failure,1.22072,74,3,Failure,1.22072,74,3,Failure,1.22072,74,3,Failure,1.2342000000000002,338,7,Success
116,303984,159.77075,202,4,Failure,159.77075,202,4,Failure,8.55169,264,5,Failure,161.07492,224,4,Success,161.07492,224,4,Success,8.38569,242,5,Failure
117,2013985,14.08392,80,3,Success,14.08392,80,3,Failure,14.08392,80,3,Failure,14.08392,80,3,Failure,14.08392,80,3,Failure,143.20259,218,7,Failure
118,240029,123.25527000000001,224,4,Failure,123.25527000000001,224,4,Failure,2.4820599999999997,264,5,Failure,123.25527000000001,224,4,Failure,123.25527000000001,224,4,Failure,2.4820599999999997,276,6,Success
119,370120,4.36036,258,5,Failure,18702.42371,224,4,Failure,4.36036,258,5,Failure,65.58249,212,7,Failure,65.58249,212,7,Failure,13.772639999999999,274,8,Failure
120,19623,1.06087,264,5,Success,1.13936,246,5,Success,1.06087,264,5,Success,1.3552199999999999,264,5,Success,1.3552199999999999,264,5,Success,0.13935999999999998,524,13,Success
121,13675,3.33864,264,5,Success,3.33864,264,5,Success,3.33864,264,5,Success,3.33864,264,5,Failure,3.33864,264,5,Failure,3.42072,374,8,Failure
122,36757,219.65425,224,4,Success,219.65425,224,4,Success,57.190720000000006,178,6,Success,58.191230000000004,154,5,Success,58.191230000000004,154,5,Success,56.466120000000004,218,7,Failure
123,14548,3.92415,264,5,Success,3.92415,264,5,Failure,0.8928,294,6,Success,3.92415,264,5,Failure,3.92415,264,5,Failure,0.8928,294,6,Failure
124,236636,107.73477,114,4,Success,107.73477,114,4,Success,4.94656,298,6,Failure,41.40356,250,5,Success,41.40356,250,5,Success,17.44823,196,7,Success
125,10045,31.14508,224,4,Success,31.14508,202,4,Success,31.14508,224,4,Success,31.14508,202,4,Success,31.14508,202,4,Success,31.26553,288,6,Success
126,177657,132.45836,120,4,Success,141.4442,114,4,Success,92.91866,264,5,Failure,138.42275999999998,114,4,Success,138.42275999999998,114,4,Success,95.33917,154,5,Success
127,2051,7.158060000000001,224,4,Failure,7.158060000000001,224,4,Failure,7.158060000000001,224,4,Failure,7.158060000000001,224,4,Failure,7.158060000000001,224,4,Failure,6.18591,294,6,Success
128,44372,134.16051000000002,80,3,Success,134.16051000000002,80,3,Failure,134.16051000000002,80,3,Failure,134.16051000000002,80,3,Failure,134.16051000000002,80,3,Failure,134.16051000000002,80,3,Failure
129,16528,49.99844,500,4,Success,51.82203,120,4,Failure,49.99844,500,4,Success,49.99844,500,4,Failure,49.99844,500,4,Failure,49.63474,334,7,Failure
130,10781,2.02156,264,5,Success,2.02156,264,5,Failure,2.02156,264,5,Failure,2.03234,264,5,Failure,2.03234,264,5,Failure,2.02156,348,7,Failure
131,55725,29.86253,346,5,Failure,29.86253,346,5,Failure,30.14128,368,5,Failure,30.64153,368,5,Failure,30.64153,368,5,Failure,30.42005,368,5,Failure
132,6782,4.28967,264,5,Failure,2.70235,264,5,Failure,1.5968200000000001,332,7,Failure,2.70235,264,5,Failure,2.70235,264,5,Failure,1.05425,478,8,Failure
133,2610,9.83824,224,4,Success,9.83824,224,4,Success,9.83824,224,4,Success,9.83824,224,4,Success,9.83824,224,4,Success,9.85134,264,5,Success
134,11161,36.75179,224,4,Success,36.75179,224,4,Success,35.00095,362,5,Failure,36.75179,224,4,Success,36.75179,224,4,Success,33.494189999999996,338,7,Success
135,7984,15.008,160,5,Success,15.008,160,5,Failure,15.008,160,5,Failure,15.008,160,5,Failure,15.008,160,5,Failure,14.063979999999997,224,7,Failure
136,33605,101.59124,160,5,Success,101.59124,160,5,Success,100.84871,194,6,Success,102.91613,160,5,Success,102.91613,160,5,Success,100.95184,270,8,Failure
137,96888,107.45566000000001,264,5,Failure,107.45566000000001,264,5,Failure,104.15816,322,7,Failure,107.45566000000001,264,5,Failure,107.45566000000001,264,5,Failure,103.57625,230,7,Failure
138,44165,27.766389999999998,328,4,Success,27.766389999999998,328,4,Failure,5.990710000000001,264,5,Failure,27.766389999999998,328,4,Failure,27.766389999999998,328,4,Failure,5.92993,304,6,Failure
139,5509,16.527,202,4,Success,16.527,202,4,Success,16.527,202,4,Success,16.527,202,4,Success,16.527,202,4,Success,16.554630000000003,348,7,Success
140,338857,360.10524,209,4,Success,360.10524,209,4,Failure,342.75532999999996,283,6,Failure,360.10524,209,4,Failure,360.10524,209,4,Failure,360.10524,209,4,Failure
141,6426,2.6580500000000002,684,6,Success,2.9279900000000003,662,6,Success,2.6580500000000002,684,6,Success,2.86372,684,6,Success,2.86372,684,6,Success,1.0128599999999999,414,9,Success
142,347322,236.42418000000004,120,4,Success,331.38657,120,4,Failure,12.08314,200,6,Failure,174.73822,140,5,Success,174.73822,140,5,Failure,79.51053,264,8,Failure
143,23279,70.86035,224,4,Failure,70.86035,224,4,Failure,70.86035,224,4,Failure,70.86035,224,4,Failure,70.86035,224,4,Failure,70.86035,298,6,Failure
144,211860,2.42372,120,4,Failure,2.42372,120,4,Failure,1.4237199999999999,292,6,Failure,9.54234,120,4,Failure,9.54234,120,4,Failure,2.42372,188,6,Success
145,131928,1.2638600000000002,218,4,Failure,1.2638600000000002,218,4,Failure,1.2638600000000002,218,4,Failure,1.2638600000000002,218,4,Failure,1.2638600000000002,218,4,Failure,1.2638600000000002,218,4,Failure
146,274348,55.41619,160,5,Failure,55.41619,160,5,Failure,55.41619,160,5,Failure,80.16329999999999,160,5,Failure,80.16329999999999,160,5,Failure,59.563109999999995,240,7,Success
147,58704,59.71921,204,4,Success,59.71921,204,4,Success,30.586969999999997,258,5,Success,59.71921,204,4,Success,59.71921,204,4,Success,30.586969999999997,258,5,Success
148,100783,10.48153,80,3,Success,10.48153,80,3,Success,1.71331,144,5,Success,10.48153,80,3,Success,10.48153,80,3,Success,1.3101800000000001,234,7,Success
149,232806,154.34228000000002,224,4,Success,154.34228000000002,224,4,Failure,4.807659999999999,344,7,Failure,154.34228000000002,224,4,Failure,154.34228000000002,224,4,Failure,49.13426,167,5,Failure
150,4495,13.93585,232,5,Success,13.93585,232,5,Success,14.38674,264,5,Success,13.93585,232,5,Success,13.93585,232,5,Success,13.485,328,7,Success
151,17298,61.5546,346,5,Success,61.5546,346,5,Success,54.094229999999996,448,7,Success,61.5546,346,5,Success,61.5546,346,5,Success,53.11876,532,12,Success
152,45271,2.4979899999999997,242,5,Failure,2.4979899999999997,242,5,Failure,2.4979899999999997,242,5,Failure,3.22436,264,5,Failure,3.22436,264,5,Failure,2.4979899999999997,264,5,Failure
153,1880646,1028.9682599999999,160,5,Failure,1123.9747,160,5,Failure,27.44848,270,8,Failure,378.51649,190,6,Failure,378.51649,190,6,Failure,378.51649,190,6,Failure
154,6042,1.3625800000000001,264,5,Success,1.3625800000000001,264,5,Success,1.3625800000000001,264,5,Success,1.3625800000000001,264,5,Failure,1.3625800000000001,264,5,Failure,0.5860799999999999,294,6,Failure
155,16753,2.18428,224,4,Success,2.18428,224,4,Success,2.18428,224,4,Success,2.18428,224,4,Failure,2.18428,224,4,Failure,2.18428,224,4,Failure
156,470713,332.5473,224,4,Failure,332.5473,224,4,Failure,98.08461,244,7,Failure,299.59981,138,5,Failure,299.59981,138,5,Failure,101.32168999999999,204,6,Failure
157,43,1.00004,256,4,Success,1.00004,256,4,Success,0.021239999999999995,286,6,Success,1.00004,256,4,Success,1.00004,256,4,Success,4e-05,290,5,Success
158,253780,1.25578,328,4,Failure,1.25578,328,4,Failure,1.25578,328,4,Failure,128.89013,328,4,Failure,128.89013,328,4,Failure,2.5095599999999996,346,5,Failure
159,10015,1.8128,150,5,Success,1.8228199999999999,140,5,Success,1.9730699999999999,144,5,Success,1.8128,150,5,Success,1.8128,150,5,Success,1.8128,150,5,Success
