Source,Target,Amount,LND1,LND2,CLN,LDK,Eclair_case1,Eclair_case2,Eclair_case3
11705,6190,6194,"[[11705, 48, 6190], 0.6194, 80, 3, 'Success']","[[11705, 48, 6190], 0.6194, 80, 3, 'Success']","[[11705, 48, 6190], 0.6194, 80, 3, 'Success']","[[11705, 48, 6190], 0.6194, 80, 3, 'Success']","[[11705, 48, 6190], 0.6194, 80, 3, 'Success']","[[11705, 48, 6190], 0.6194, 80, 3, 'Success']","[[11705, 48, 6190], 0.6194, 80, 3, 'Success']"
5626,2186,35935,"[[5626, 12325, 48, 2186], 3.5935, 114, 4, 'Failure']","[[5626, 167, 70, 2186], 16.94165, 110, 4, 'Failure']","[[5626, 167, 70, 2186], 16.94165, 110, 4, 'Failure']","[[5626, 321, 70, 2186], 17.94165, 120, 4, 'Failure']","[[5626, 167, 70, 2186], 16.94165, 110, 4, 'Failure']","[[5626, 167, 70, 2186], 16.94165, 110, 4, 'Failure']","[[5626, 12325, 175, 70, 2186], 16.9057, 132, 5, 'Failure']"
3114,5308,968223,"[[3114, 32, 5308], 484.14328, 184, 3, 'Failure']","[[3114, 10010, 233, 5308], 98.68352, 108, 4, 'Failure']","[[3114, 10010, 233, 5308], 98.68352, 108, 4, 'Failure']","[[3114, 855, 131, 351, 5308], 3.93644, 154, 5, 'Failure']","[[3114, 10010, 233, 5308], 98.68352, 108, 4, 'Failure']","[[3114, 10010, 233, 5308], 98.68352, 108, 4, 'Failure']","[[3114, 10010, 233, 5308], 98.68352, 108, 4, 'Failure']"
8356,5212,3133980,"[[8356, 233, 76, 5212], 19.89195, 114, 4, 'Failure']","[[8356, 2912, 56, 76, 5212], 883.93983, 160, 5, 'Failure']","[[8356, 167, 56, 76, 5212], 181.88727000000003, 150, 5, 'Failure']","[[8356, 612, 233, 76, 5212], 24.02595, 154, 5, 'Failure']","[[8356, 2912, 56, 76, 5212], 883.93983, 160, 5, 'Failure']","[[8356, 2912, 56, 76, 5212], 883.93983, 160, 5, 'Failure']","[[8356, 4339, 321, 56, 76, 5212], 215.22890000000004, 200, 6, 'Failure']"
2584,982,10882044,"[[2584, 91, 982], 10882.544, 230, 3, 'Failure']","[[2584, 91, 982], 10882.544, 230, 3, 'Failure']","[[2584, 91, 982], 10882.544, 230, 3, 'Failure']","[[2584, 6755, 31, 982], 33.647149999999996, 120, 4, 'Failure']","[[2584, 91, 982], 10882.544, 230, 3, 'Failure']","[[2584, 91, 982], 10882.544, 230, 3, 'Failure']","[[2584, 91, 982], 10882.544, 230, 3, 'Failure']"
6193,1576,8,"[[6193, 855, 6876, 167, 1576], 6e-05, 150, 5, 'Success']","[[6193, 855, 6876, 167, 1576], 6e-05, 150, 5, 'Success']","[[6193, 855, 6876, 167, 1576], 6e-05, 150, 5, 'Success']","[[6193, 32, 167, 1576], 1.004, 214, 4, 'Success']","[[6193, 32, 167, 1576], 1.004, 214, 4, 'Success']","[[6193, 32, 167, 1576], 1.004, 214, 4, 'Success']","[[6193, 855, 6876, 167, 1576], 6e-05, 150, 5, 'Success']"
5007,7786,19,"[[5007, 314, 2223, 7218, 7786], 0.002, 368, 5, 'Success']","[[5007, 314, 2223, 7218, 7786], 0.002, 368, 5, 'Success']","[[5007, 314, 2223, 7218, 7786], 0.002, 368, 5, 'Success']","[[5007, 314, 2334, 7218, 7786], 0.097, 368, 5, 'Success']","[[5007, 314, 2223, 7218, 7786], 0.002, 368, 5, 'Success']","[[5007, 314, 2223, 7218, 7786], 0.002, 368, 5, 'Success']","[[5007, 4298, 12325, 36, 7218, 7786], 0.0, 330, 6, 'Success']"
6628,7474,275,"[[6628, 3642, 7218, 7474], 0.01375, 218, 4, 'Success']","[[6628, 3642, 7218, 7474], 0.01375, 218, 4, 'Success']","[[6628, 3642, 7218, 7474], 0.01375, 218, 4, 'Success']","[[6628, 3642, 7218, 7474], 0.01375, 218, 4, 'Success']","[[6628, 3642, 7218, 7474], 0.01375, 218, 4, 'Success']","[[6628, 3642, 7218, 7474], 0.01375, 218, 4, 'Success']","[[6628, 6722, 167, 2223, 7218, 7474], 0.00027, 288, 6, 'Success']"
349,2264,7508,"[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']","[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']","[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']","[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']","[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']","[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']","[[349, 167, 2223, 2264], 0.01502, 110, 4, 'Success']"
10781,4358,25506,"[[10781, 2, 32, 4358], 13.72749, 202, 4, 'Success']","[[10781, 12325, 32, 4358], 13.72749, 218, 4, 'Success']","[[10781, 2, 612, 5867, 4358], 2.05102, 138, 5, 'Success']","[[10781, 12325, 32, 4358], 13.72749, 218, 4, 'Success']","[[10781, 12325, 32, 4358], 13.72749, 218, 4, 'Success']","[[10781, 12325, 32, 4358], 13.72749, 218, 4, 'Success']","[[10781, 12325, 612, 5867, 4358], 2.05102, 154, 5, 'Success']"
11185,9642,774746,"[[11185, 314, 32, 9642], 387.60025, 328, 4, 'Failure']","[[11185, 10840, 12018, 32, 9642], 525.02207, 264, 5, 'Failure']","[[11185, 18, 321, 12292, 9642], 5.12225, 154, 5, 'Failure']","[[11185, 18, 321, 12292, 9642], 5.12225, 154, 5, 'Failure']","[[11185, 10840, 12018, 32, 9642], 525.02207, 264, 5, 'Failure']","[[11185, 10840, 12018, 32, 9642], 525.02207, 264, 5, 'Failure']","[[11185, 6886, 3896, 6880, 398, 2304, 9642], 46.959959999999995, 344, 7, 'Failure']"
639,5262,1562797,"[[639, 48, 84, 5262], 158.84276, 120, 4, 'Failure']","[[639, 855, 5043, 5262], 512.63743, 120, 4, 'Failure']","[[639, 886, 4406, 1429, 5262], 35.819770000000005, 160, 5, 'Failure']","[[639, 886, 4406, 1429, 5262], 35.819770000000005, 160, 5, 'Failure']","[[639, 855, 5043, 5262], 512.63743, 120, 4, 'Failure']","[[639, 855, 5043, 5262], 512.63743, 120, 4, 'Failure']","[[639, 855, 8260, 167, 796, 445, 5043, 5262], 222.35705999999996, 280, 8, 'Failure']"
2398,12787,24824564,"[[2398, 84, 12325, 12787], 25.82456, 114, 4, 'Failure']","[[2398, 547, 1011, 177, 141, 6722, 12325, 12787], 44599.632939999996, 632, 8, 'Failure']","[[2398, 547, 1011, 177, 141, 6722, 12325, 12787], 44599.632939999996, 632, 8, 'Failure']","[[2398, 84, 445, 6722, 12325, 12787], 51.649150000000006, 194, 6, 'Failure']","[[2398, 547, 1011, 177, 141, 6722, 12325, 12787], 44599.632939999996, 632, 8, 'Failure']","[[2398, 547, 1011, 177, 141, 6722, 12325, 12787], 44599.632939999996, 632, 8, 'Failure']","[[2398, 547, 1011, 177, 141, 6722, 12325, 12787], 44599.632939999996, 632, 8, 'Failure']"
2388,872,3,"[[2388, 48, 600, 872], 0.0093, 120, 4, 'Success']","[[2388, 48, 600, 872], 0.0093, 120, 4, 'Success']","[[2388, 48, 600, 872], 0.0093, 120, 4, 'Success']","[[2388, 48, 600, 872], 0.0093, 120, 4, 'Success']","[[2388, 48, 600, 872], 0.0093, 120, 4, 'Success']","[[2388, 48, 600, 872], 0.0093, 120, 4, 'Success']","[[2388, 12148, 12325, 600, 872], 0.009, 148, 5, 'Success']"
