,amount,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,CLNfee,CLNdly,CLNpthlnt,CLNtp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp,LNDfee,LNDdly,LNDpthlnt,LNDtp
3600,4,0.01381,332,7,Success,0.01373,264,5,Success,0.01373,264,5,Success,0.01373,264,5,Success,0.012,492,8,Success,0.01373,264,5,Success
3601,25,0.5123399999999999,402,6,Success,0.5035099999999999,368,5,Success,0.5035099999999999,368,5,Success,0.5035099999999999,368,5,Success,0.50228,438,7,Success,0.5035099999999999,368,5,Success
3602,13936,3.80138,98,4,Success,3.80138,98,4,Failure,3.80138,98,4,Failure,3.80138,98,4,Failure,1.89535,192,7,Failure,3.80138,98,4,Success
3603,19,1.00002,184,3,Success,1.00002,184,3,Success,1.00002,184,3,Success,1.00002,184,3,Success,1.00002,184,3,Success,1.00002,184,3,Success
3604,63109,8.33062,322,7,Failure,8.33061,294,6,Success,8.888819999999999,200,6,Success,8.33061,294,6,Success,8.76259,388,8,Failure,8.20437,294,6,Failure
3605,7,1.02257,292,6,Success,2.02402,224,4,Success,2.02402,224,4,Success,2.02402,224,4,Success,1.0210400000000002,418,9,Success,2.02402,224,4,Success
3606,102,1.08345,168,6,Success,1.0054,122,5,Success,1.0054,122,5,Success,1.0054,122,5,Success,1.0052,214,7,Success,1.0054,122,5,Success
3607,440412,2.88082,114,4,Success,145.44741,80,3,Failure,145.44741,80,3,Failure,145.44741,80,3,Failure,29.35354,156,6,Success,145.44741,80,3,Success
3608,48,1.15782,292,6,Success,1.14477,264,5,Success,1.14477,264,5,Success,1.14477,264,5,Success,1.1448200000000002,294,6,Success,1.14477,264,5,Success
3609,11871,37.68863,372,8,Failure,39.709050000000005,264,5,Failure,39.709050000000005,264,5,Failure,39.709050000000005,264,5,Failure,36.208330000000004,552,7,Failure,39.709050000000005,264,5,Failure
3610,3,1.00052,258,5,Success,1.0,264,5,Success,1.0,264,5,Success,1.0,264,5,Success,1.0,264,5,Success,1.0,264,5,Success
3611,17580,0.879,114,4,Success,2.4447,80,3,Success,2.4447,80,3,Success,2.4447,80,3,Success,1.03722,110,4,Success,2.4447,80,3,Success
3612,621,1.43539,282,6,Failure,1.43539,242,5,Failure,1.43539,242,5,Failure,1.43539,242,5,Failure,0.35237000000000007,498,11,Success,1.43539,242,5,Failure
3613,19157,2.95786,160,5,Success,2.95786,160,5,Success,2.95786,160,5,Success,2.95786,160,5,Failure,2.60921,314,9,Failure,2.95786,160,5,Success
3614,14096,3.0443,264,5,Success,3.36653,154,5,Success,109.4444,224,4,Success,3.36653,154,5,Success,2.0423,372,8,Success,109.4444,224,4,Success
3615,955,2.53236,156,5,Success,2.53236,156,5,Success,8.30191,114,4,Success,2.53236,156,5,Success,2.2436300000000005,806,9,Success,8.30191,114,4,Success
3616,104863,43.20406,198,6,Failure,43.20406,148,5,Failure,315.64078,80,3,Failure,43.20406,148,5,Failure,43.20406,148,5,Failure,315.64078,80,3,Failure
3617,84,1.28712,298,6,Success,2.00008,242,5,Success,2.00008,242,5,Success,2.00008,242,5,Success,1.00041,384,8,Success,2.00008,242,5,Success
3618,108,1.06545,148,5,Success,1.09484,224,4,Success,1.09484,224,4,Success,1.09484,224,4,Success,1.00298,410,10,Success,1.09484,224,4,Success
3619,76405,2.9932800000000004,160,5,Success,10.022660000000002,160,5,Success,2.9932800000000004,160,5,Success,10.022660000000002,160,5,Success,2.4584400000000004,234,7,Success,2.9932800000000004,160,5,Success
3620,222,1.1620700000000002,264,5,Success,1.0757,266,5,Success,3.22,226,4,Success,1.0757,266,5,Success,1.00666,298,6,Success,3.22,226,4,Success
3621,20345,4.263470000000001,338,7,Success,17.386290000000002,218,4,Success,17.386290000000002,218,4,Success,17.386290000000002,218,4,Success,3.6510800000000003,286,9,Success,17.386290000000002,218,4,Success
3622,6879,20.637,202,4,Success,20.637,202,4,Success,20.637,202,4,Success,20.637,202,4,Success,20.637,202,4,Success,20.637,202,4,Success
3623,14,1.0076999999999998,120,4,Success,1.0076999999999998,120,4,Success,1.0076999999999998,120,4,Success,1.0076999999999998,120,4,Success,1.0073699999999999,270,8,Success,1.0076999999999998,120,4,Success
3624,877,3.1324699999999996,182,6,Success,2.7128,154,5,Success,2.7128,154,5,Success,2.7128,154,5,Success,2.6864199999999996,194,6,Success,2.7128,154,5,Success
3625,39,1.00394,80,3,Success,1.00394,80,3,Success,1.00394,80,3,Success,1.00394,80,3,Success,1.00394,80,3,Success,1.00394,80,3,Success
3626,37210,3.11163,200,6,Failure,12.57417,160,5,Success,12.57417,160,5,Success,12.57417,160,5,Success,6.317539999999999,488,11,Success,12.57417,160,5,Success
3627,10,2.03303,264,5,Success,1.03434,644,5,Success,1.03434,644,5,Success,1.03434,644,5,Success,1.03033,334,7,Success,1.03434,644,5,Success
3628,1331,1.3727,224,4,Success,1.3727,224,4,Success,1.3727,224,4,Success,1.3727,224,4,Success,1.0379800000000001,322,7,Success,1.3727,224,4,Success
3630,37,2.00008,80,3,Success,2.00008,80,3,Success,2.00008,80,3,Success,2.00008,80,3,Success,2.00008,80,3,Success,2.00008,80,3,Success
3631,468,1.11513,292,6,Success,2.09474,258,5,Success,15.77701,224,4,Success,2.09474,258,5,Success,1.1043699999999999,368,8,Success,15.77701,224,4,Success
3632,3,1.00905,258,5,Success,1.009,264,5,Success,2.012,224,4,Success,1.009,264,5,Success,1.009,264,5,Success,2.012,224,4,Success
3633,109,0.1099,64,3,Success,0.1099,64,3,Success,0.1099,64,3,Success,0.1099,64,3,Success,0.1099,98,4,Success,0.1099,64,3,Success
3634,93,1.32864,368,5,Success,0.29858999999999997,304,6,Success,1.29152,264,5,Success,0.29858999999999997,304,6,Success,0.28217,334,7,Success,1.29152,264,5,Success
3635,1128,0.00226,70,3,Success,0.00226,70,3,Success,0.00226,70,3,Success,0.00226,70,3,Success,0.00226,70,3,Success,0.00226,70,3,Success
3636,584,1.00608,264,5,Success,2.81117,120,4,Success,2.81117,120,4,Success,2.81117,120,4,Success,1.00608,444,11,Success,2.81117,120,4,Success
3637,158,0.06383,332,7,Success,0.00032,294,6,Success,1.06362,264,5,Success,0.00032,294,6,Success,0.00016,330,6,Success,1.06362,264,5,Success
3638,8067,1.00807,328,4,Success,1.00807,328,4,Failure,1.00807,328,4,Failure,1.00807,328,4,Failure,1.00807,328,4,Failure,1.00807,328,4,Success
3639,3,1.0034,218,4,Success,0.0121,92,4,Success,0.0121,92,4,Success,0.0121,92,4,Success,0.01184,394,12,Success,0.0121,92,4,Success
3640,1360,3.00408,120,4,Success,3.00408,120,4,Success,3.00408,120,4,Success,3.00408,120,4,Success,3.00408,120,4,Success,3.00408,120,4,Success
3641,27935,85.11621,292,6,Failure,87.83971,224,4,Failure,87.83971,224,4,Failure,87.83971,224,4,Failure,83.805,220,5,Failure,87.83971,224,4,Failure
3642,60,2.06039,184,3,Success,2.06039,184,3,Success,2.06039,184,3,Success,2.06039,184,3,Success,1.1800599999999999,194,6,Success,2.06039,184,3,Success
3643,234,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success
3644,1153,4.463150000000001,224,4,Success,4.463150000000001,224,4,Success,4.463150000000001,224,4,Success,4.463150000000001,224,4,Success,3.75359,742,13,Success,4.463150000000001,224,4,Success
3645,336,2.33634,446,5,Success,2.33634,446,5,Success,2.33634,446,5,Success,2.33634,446,5,Success,2.33634,446,5,Success,2.33634,446,5,Success
3646,124,2.06263,368,5,Success,2.06201,400,5,Success,2.06201,346,5,Success,2.06201,400,5,Success,2.06201,400,5,Success,2.06201,346,5,Success
3647,1,18.05744,224,4,Success,18.05744,224,4,Success,18.05744,224,4,Success,18.05744,224,4,Success,18.05744,224,4,Success,18.05744,224,4,Success
3648,17,1.0059399999999998,180,6,Success,1.00582,152,5,Success,1.00582,152,5,Success,1.00582,152,5,Success,1.00077,726,10,Success,1.00582,152,5,Success
3649,29318,3.11728,160,5,Failure,4.96438,160,5,Failure,3.11728,160,5,Failure,4.96438,160,5,Failure,2.1475999999999997,384,8,Failure,3.11728,160,5,Failure
3650,2014,2.20543,264,5,Success,2.20543,264,5,Success,2.20543,264,5,Success,2.20543,264,5,Success,2.00403,338,7,Success,2.20543,264,5,Success
3651,6851,6.01014,228,7,Failure,5.57264,190,6,Failure,5.57264,190,6,Failure,5.57264,190,6,Failure,4.7830900000000005,236,8,Failure,5.57264,190,6,Failure
3652,919,4.575489999999999,188,6,Success,4.4126199999999995,154,5,Success,4.4126199999999995,154,5,Success,4.4126199999999995,154,5,Success,3.4953000000000003,282,6,Success,4.4126199999999995,154,5,Success
3653,1,2.0008999999999997,284,3,Success,2.0008999999999997,284,3,Success,2.0008999999999997,284,3,Success,2.0008999999999997,284,3,Success,2.0,150,5,Success,2.0008999999999997,284,3,Success
3654,111,6.1194500000000005,258,5,Success,6.11112,296,5,Success,6.11112,264,5,Success,6.11112,296,5,Success,6.11112,378,8,Success,6.11112,264,5,Success
3655,203786,64.58581,172,6,Failure,97.17927,120,4,Failure,95.14098999999999,120,4,Failure,97.17927,120,4,Failure,85.85744,238,7,Failure,95.14098999999999,120,4,Failure
3656,30601,2.55082,119,4,Failure,3.0918,120,4,Success,2.55082,119,4,Failure,3.0918,120,4,Success,1.30601,220,7,Success,2.55082,119,4,Failure
3657,13,1.00574,480,7,Success,1.00198,304,6,Success,3.25113,264,5,Success,1.00198,304,6,Success,1.0019200000000001,374,8,Success,3.25113,264,5,Success
3658,1450,1.02755,104,4,Success,1.02755,104,4,Success,1.02755,104,4,Success,1.02755,104,4,Success,1.0203,160,5,Success,1.02755,104,4,Success
3659,1376,4.5462,258,5,Failure,4.14381,368,5,Failure,4.14381,368,5,Failure,4.14381,368,5,Failure,4.13139,702,12,Failure,4.14381,368,5,Failure
3660,1,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success
3661,15997,47.991,218,4,Failure,47.991,218,4,Failure,47.991,218,4,Failure,47.991,218,4,Failure,47.991,218,4,Failure,47.991,218,4,Failure
3662,748,2.25301,218,4,Success,2.244,202,4,Success,2.244,202,4,Success,2.244,202,4,Success,2.244,202,4,Success,2.244,202,4,Success
3663,900,0.22791,336,6,Success,0.90926,160,5,Success,0.90926,160,5,Success,0.90926,160,5,Success,0.18461,328,7,Success,0.90926,160,5,Success
3664,53,1.04,258,5,Success,1.04,258,5,Success,1.04,258,5,Success,1.04,258,5,Success,1.0079500000000001,330,6,Success,1.04,258,5,Success
3665,284454,4.5601,222,7,Failure,34.11873,160,5,Failure,16.22283,160,5,Failure,34.11873,160,5,Failure,5.70675,194,6,Failure,16.22283,160,5,Failure
3666,1099,2.7952700000000004,200,6,Success,2.1122000000000005,200,6,Success,2.1122000000000005,200,6,Success,2.1122000000000005,200,6,Success,2.0044000000000004,342,10,Success,2.1122000000000005,200,6,Success
3667,32345,2.32619,154,5,Success,2.77632,160,5,Success,38.7022,224,4,Success,2.77632,160,5,Success,2.32619,314,9,Success,38.7022,224,4,Success
3668,3,1.01021,298,6,Success,1.003,264,5,Success,1.003,264,5,Success,1.003,264,5,Success,1.00001,344,7,Success,1.003,264,5,Success
3669,45,0.30435999999999996,298,6,Success,0.2204,304,6,Success,0.2204,304,6,Success,0.2204,304,6,Success,0.02711,436,10,Success,0.2204,304,6,Success
3670,2277,1.17306,224,7,Success,1.17306,224,7,Success,20.17638,138,5,Success,1.17306,224,7,Success,1.0045600000000001,260,8,Success,20.17638,138,5,Success
3671,34,0.11577000000000001,298,6,Success,0.10203,296,5,Success,2.00007,224,4,Success,0.10203,296,5,Success,0.00013000000000000002,410,8,Success,0.10203,296,5,Success
3672,24,1.0762099999999999,194,6,Success,1.0724,190,6,Success,10.97242,154,5,Success,1.0724,190,6,Success,1.07226,272,7,Success,10.97242,154,5,Success
3673,358,1.3583599999999998,264,5,Success,1.3583599999999998,264,5,Failure,1.3583599999999998,264,5,Success,1.3583599999999998,264,5,Failure,1.00179,344,7,Failure,19.256429999999998,296,5,Success
3674,19,0.06519,264,5,Success,0.06519,264,5,Success,0.06519,264,5,Success,0.06519,264,5,Success,0.060809999999999996,492,8,Success,0.06519,264,5,Success
3675,4485,2.86234,202,7,Success,3.9568000000000003,134,5,Success,3.9568000000000003,134,5,Success,3.9568000000000003,134,5,Success,2.42276,288,9,Success,3.9568000000000003,134,5,Success
3676,2870,1.287,264,5,Success,1.287,264,5,Success,1.287,264,5,Success,1.287,264,5,Success,1.2984799999999999,488,11,Success,1.287,264,5,Success
3677,4368,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success
3678,37,0.111,328,4,Success,0.111,328,4,Success,0.111,328,4,Success,0.111,328,4,Success,0.111,328,4,Success,0.111,328,4,Success
3679,9,0.02873,312,7,Success,0.02826,294,6,Success,1.03507,264,5,Success,0.02826,294,6,Success,0.02737,408,6,Success,1.03507,264,5,Success
3680,52687,5.37413,102,4,Success,4.89992,108,4,Success,4.89992,108,4,Success,4.89992,108,4,Success,3.79548,148,5,Success,4.89992,108,4,Success
3681,1,3.00052,254,5,Success,3.00052,254,5,Success,3.00052,254,5,Success,3.00052,254,5,Success,3.00052,254,5,Success,3.00052,254,5,Success
3682,762,4.80197,264,5,Success,4.80197,264,5,Success,7.27586,224,4,Success,4.80197,264,5,Success,3.4252300000000004,342,9,Success,7.27586,224,4,Success
3683,19,1.00134,108,4,Success,1.00134,108,4,Success,1.00134,108,4,Success,1.00134,108,4,Success,1.0004499999999998,288,9,Success,1.00134,108,4,Success
3684,190,1.5844799999999999,258,5,Success,1.0007599999999999,264,5,Success,1.0007599999999999,264,5,Success,1.0007599999999999,264,5,Success,1.0007599999999999,378,8,Success,1.0007599999999999,264,5,Success
3685,15,2.17908,222,7,Success,2.45587,534,5,Success,4.2510200000000005,114,4,Success,2.45587,534,5,Success,2.00024,264,8,Success,4.2510200000000005,114,4,Success
3686,29827,9.322040000000001,258,5,Success,12.09397,120,4,Failure,12.09397,120,4,Failure,12.09397,120,4,Failure,8.56045,304,9,Success,12.09397,120,4,Failure
3687,418,1.00042,328,4,Success,1.00042,328,4,Failure,1.00042,328,4,Failure,1.00042,328,4,Failure,1.00042,328,4,Failure,1.00042,328,4,Success
3688,12241,38.86106,224,4,Failure,38.86106,224,4,Failure,38.86106,224,4,Failure,38.86106,224,4,Failure,38.86106,224,4,Failure,38.86106,224,4,Failure
3689,421,3.1700600000000003,154,5,Success,3.1700600000000003,154,5,Success,3.1700600000000003,154,5,Success,3.1700600000000003,154,5,Success,2.1789200000000006,200,6,Success,3.1700600000000003,154,5,Success
3690,11225,34.813100000000006,332,7,Success,33.69752,304,6,Success,40.3186,264,5,Success,33.69752,304,6,Success,33.68625,482,8,Success,40.3186,264,5,Success
3691,74305,20.87344,224,4,Failure,20.87344,224,4,Failure,22.54161,120,4,Failure,20.87344,224,4,Failure,20.87244,224,7,Failure,20.87344,224,4,Success
3692,496,1.0044899999999999,264,5,Success,1.0044899999999999,264,5,Success,1.0044899999999999,264,5,Success,1.0044899999999999,264,5,Success,1.0044899999999999,450,11,Success,1.0044899999999999,264,5,Success
3693,1,0.004200000000000001,154,5,Success,0.004200000000000001,154,5,Success,0.004200000000000001,154,5,Success,0.004200000000000001,154,5,Success,0.00401,274,8,Success,0.004200000000000001,154,5,Success
3694,279,0.8372799999999999,80,3,Success,0.8372799999999999,80,3,Success,0.8372799999999999,80,3,Success,0.8372799999999999,80,3,Success,0.0013999999999999998,120,4,Success,0.8372799999999999,80,3,Success
3695,4294,4.28829,80,3,Success,4.28829,80,3,Success,4.28829,80,3,Success,4.28829,80,3,Success,2.29788,354,10,Success,4.28829,80,3,Success
3696,1,2.00104,264,5,Success,1.00402,264,5,Success,1.00402,264,5,Success,1.00402,264,5,Success,1.00003,342,9,Success,1.00402,264,5,Success
3697,1731,2.8674999999999997,328,4,Success,2.8674999999999997,328,4,Success,2.8674999999999997,328,4,Success,2.8674999999999997,328,4,Success,2.8674999999999997,380,6,Success,2.8674999999999997,328,4,Success
3698,1,3.0,258,5,Success,3.0,258,5,Success,3.0,258,5,Success,3.0,258,5,Success,3.0,344,10,Success,3.0,258,5,Success
3699,2,1.0,254,5,Success,1.0,254,5,Success,1.0,254,5,Success,1.0,254,5,Success,1.0,254,5,Success,1.0,254,5,Success
3700,13,1.0855400000000002,322,7,Success,1.08414,336,6,Success,5.0670399999999995,264,5,Success,1.08414,336,6,Success,1.08414,336,6,Success,5.0670399999999995,264,5,Success
3701,244,3.074,194,6,Success,2.06149,240,7,Success,6.18524,160,5,Success,2.06149,240,7,Success,2.05685,280,8,Success,6.18524,160,5,Success
3702,35596,2.92654,224,7,Failure,9.839,160,5,Success,108.86241000000001,120,4,Failure,9.839,160,5,Success,5.4925799999999985,226,8,Success,108.86241000000001,120,4,Failure
3703,6,0.02118,222,7,Success,0.020470000000000002,200,6,Success,2.25103,160,5,Success,0.020470000000000002,200,6,Success,0.0006900000000000001,394,11,Success,2.25103,160,5,Success
3704,138,2.15417,154,5,Success,2.02126,160,5,Success,2.02126,160,5,Success,2.02126,160,5,Success,2.01546,190,6,Success,2.02126,160,5,Success
3705,81877,91.17241,280,8,Success,106.828,120,4,Success,106.828,120,4,Success,106.828,120,4,Failure,91.41831,334,10,Failure,106.828,120,4,Success
3706,536,1.07879,258,5,Success,1.06914,224,4,Success,1.06914,224,4,Success,1.06914,224,4,Success,0.01661,264,5,Success,1.06914,224,4,Success
3707,2,1.0028,440,6,Success,1.0010999999999999,264,5,Success,1.0010999999999999,264,5,Success,1.0010999999999999,264,5,Success,1.00071,334,7,Success,1.0010999999999999,264,5,Success
3708,7562,0.80157,264,5,Success,0.01512,264,5,Failure,0.01512,264,5,Success,0.01512,264,5,Failure,0.01512,264,5,Failure,0.01512,264,5,Success
3709,156,2.00419,264,5,Success,2.00419,264,5,Success,2.00419,264,5,Success,2.00419,264,5,Success,2.00282,354,10,Success,2.00419,264,5,Success
3710,135632,3.4068899999999998,274,5,Success,3.4068899999999998,120,4,Success,3.4068899999999998,120,4,Success,3.4068899999999998,120,4,Success,3.4068899999999998,160,5,Success,3.4068899999999998,120,4,Success
3711,88,1.01778,120,4,Success,1.01778,120,4,Success,1.01778,120,4,Success,1.01778,120,4,Success,1.00071,184,6,Success,1.01778,120,4,Success
3712,79080,81.15824,104,4,Success,81.15824,104,4,Success,81.15824,104,4,Success,81.15824,104,4,Success,82.2384,184,6,Success,81.15824,104,4,Success
3713,14,1.40764,258,5,Success,1.00001,256,4,Success,1.00001,256,4,Success,1.00001,256,4,Success,0.76768,408,9,Success,1.00001,256,4,Success
3714,180,2.54336,224,4,Success,2.54336,224,4,Success,2.54336,224,4,Success,2.54336,224,4,Success,2.54336,264,5,Success,2.54336,224,4,Success
3715,683,0.20490999999999998,80,3,Success,0.20490999999999998,80,3,Success,0.20490999999999998,80,3,Success,0.20490999999999998,80,3,Success,0.06898,150,5,Success,0.20490999999999998,80,3,Success
3716,521,1.08019,160,5,Success,1.0640800000000001,160,5,Success,1.06044,160,5,Success,1.0640800000000001,160,5,Success,1.0609600000000001,190,6,Success,1.06044,160,5,Success
3717,1,1.00076,114,4,Success,1.00076,114,4,Success,1.00076,114,4,Success,1.00076,114,4,Success,1.00006,188,6,Success,1.00076,114,4,Success
3718,18358,1.0928,182,6,Success,2.78174,148,5,Success,2.68995,144,5,Failure,2.78174,148,5,Success,1.1111499999999999,338,10,Success,2.12852,138,5,Success
3719,2,1.03394,286,6,Success,1.0,254,5,Success,1.0,254,5,Success,1.0,254,5,Success,1.0,254,5,Success,3.2503399999999996,224,4,Success
3720,123,2.06679,368,5,Success,1.00012,408,6,Success,2.06679,368,5,Success,1.00012,408,6,Success,1.0002399999999998,334,7,Success,2.06679,368,5,Success
3721,292,0.14571,258,5,Success,0.13724,254,5,Success,0.13724,254,5,Success,0.13724,254,5,Success,0.11226,362,8,Success,0.13724,254,5,Success
3722,14501,4.1257,332,7,Success,3.59612,194,6,Success,9.540719999999999,148,5,Success,3.59612,194,6,Success,3.59612,194,6,Success,9.540719999999999,148,5,Success
3723,187,0.0935,224,4,Success,0.0935,224,4,Success,0.0935,224,4,Success,0.0935,224,4,Success,0.0935,224,4,Success,0.0935,224,4,Success
3724,8,1.03523,264,5,Success,1.03523,264,5,Success,1.03523,264,5,Success,1.03523,264,5,Success,0.9783700000000001,334,7,Success,1.03523,264,5,Success
3725,920,2.09586,154,5,Success,2.00368,160,5,Success,2.0027600000000003,160,5,Failure,2.00368,160,5,Success,2.00368,228,7,Success,2.00368,160,5,Success
3726,1,1.0068,336,6,Success,1.02986,296,5,Success,1.02986,296,5,Success,1.02986,296,5,Success,1.006,414,11,Success,1.02986,296,5,Success
3727,1241,3.3319099999999997,114,4,Success,3.3319099999999997,114,4,Success,3.3319099999999997,114,4,Success,3.3319099999999997,114,4,Success,2.0037199999999995,184,6,Success,3.3319099999999997,114,4,Success
3728,20,7.031020000000001,328,4,Success,7.031020000000001,328,4,Success,7.031020000000001,328,4,Success,7.031020000000001,328,4,Success,6.024029999999999,234,7,Success,7.031020000000001,328,4,Success
3729,95,2.06354,580,6,Success,2.03579,200,6,Success,2.03579,200,6,Success,2.03579,200,6,Success,2.0141600000000004,434,12,Success,2.07605,580,6,Success
3730,1,3.052,282,6,Success,3.052,282,6,Success,3.052,282,6,Success,3.052,282,6,Success,2.8040900000000004,372,11,Success,3.052,282,6,Success
3731,6,1.0184600000000001,258,5,Success,1.0012100000000002,264,5,Success,1.0012100000000002,264,5,Success,1.0012100000000002,264,5,Success,1.0000600000000002,334,7,Success,1.0012100000000002,264,5,Success
3732,7958,2.31142,114,4,Success,2.31142,114,4,Success,2.31142,114,4,Success,2.31142,114,4,Success,1.68774,344,10,Success,2.1432599999999997,119,4,Failure
3733,8154,1.01631,264,5,Success,1.01631,264,5,Success,1.01631,264,5,Success,1.01631,264,5,Success,0.04076,344,7,Failure,1.01631,264,5,Success
3734,38,0.2693,402,6,Success,1.11704,224,4,Success,1.11704,224,4,Success,1.11704,224,4,Success,0.11404,388,8,Success,1.11704,224,4,Success
3735,341,1.06854,264,5,Success,1.06854,264,5,Success,1.06854,264,5,Success,1.06854,264,5,Success,1.00273,334,7,Success,1.06854,264,5,Success
3736,34,1.34863,148,5,Success,1.88736,114,4,Success,1.88736,114,4,Success,1.88736,114,4,Success,1.15007,220,6,Success,1.88736,114,4,Success
3737,4346,13.95341,298,6,Success,14.91259,264,5,Success,14.91259,264,5,Success,14.91259,264,5,Success,13.909809999999998,492,8,Success,14.91259,264,5,Success
3738,6155,19.08235,224,4,Success,19.08235,224,4,Success,19.08235,224,4,Success,19.08235,224,4,Success,18.47118,482,8,Success,19.08235,224,4,Success
3739,40116,0.8209299999999999,264,5,Failure,9.76404,264,5,Failure,0.8209299999999999,264,5,Failure,9.76404,264,5,Failure,1.32094,334,7,Failure,0.8209299999999999,264,5,Failure
3740,194,5.233420000000001,258,5,Success,6.19519,224,4,Success,6.2144200000000005,120,4,Success,6.19519,224,4,Success,5.194,234,7,Success,6.19519,224,4,Success
3741,4283,3.6365499999999997,176,6,Success,6.325880000000001,74,3,Success,6.325880000000001,74,3,Success,6.325880000000001,74,3,Success,3.52841,126,5,Success,6.325880000000001,74,3,Success
3742,23241,2.2788899999999996,120,4,Success,2.2788899999999996,120,4,Failure,2.2788899999999996,120,4,Success,2.2788899999999996,120,4,Failure,1.46582,258,8,Failure,2.2788899999999996,120,4,Success
3743,87004,2.84801,148,5,Failure,19.575039999999998,120,4,Success,19.575039999999998,120,4,Success,19.575039999999998,120,4,Success,4.6531199999999995,224,7,Failure,18.1368,114,4,Success
3744,2380,0.0,616,6,Failure,0.0,616,6,Failure,7.14,368,5,Failure,0.0,616,6,Failure,0.0,616,6,Failure,7.14,368,5,Success
3745,66,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success,0.0,472,5,Success
3746,309,1.21664,282,6,Success,1.25121,264,5,Success,1.25121,264,5,Success,1.25121,264,5,Success,1.01484,320,9,Success,1.25121,264,5,Success
3747,86,0.04420999999999999,286,6,Success,0.00189,290,5,Success,0.00189,290,5,Success,0.00189,290,5,Success,0.00189,290,5,Success,0.00189,290,5,Success
3748,175785,94.19084000000001,258,5,Failure,105.43736999999999,218,4,Failure,105.43736999999999,218,4,Failure,105.43736999999999,218,4,Failure,105.43736999999999,218,4,Failure,105.43736999999999,218,4,Failure
3749,15788,49.41214,154,5,Success,49.41214,154,5,Success,49.41214,154,5,Success,49.41214,154,5,Success,48.54118999999999,200,6,Success,49.41214,154,5,Success
3750,4812,4.62542,228,7,Success,5.5784,264,5,Success,54.34209,114,4,Success,5.5784,264,5,Success,3.24064,480,14,Success,54.34209,114,4,Success
3751,79,2.03942,346,6,Success,2.02773,306,5,Success,2.02773,306,5,Success,2.02773,306,5,Success,2.0048200000000005,378,8,Success,2.02773,306,5,Success
3752,3695,2.04535,126,5,Success,3.8522,218,4,Success,3.8522,218,4,Success,3.8522,218,4,Success,1.5996100000000002,228,7,Success,3.8522,218,4,Success
3753,217,19.80201,264,5,Success,19.80201,264,5,Success,19.80201,264,5,Success,19.80201,264,5,Success,19.80077,260,6,Success,19.80201,264,5,Success
3754,7,1.00208,154,5,Success,1.60099,120,4,Success,1.60099,120,4,Success,1.60099,120,4,Success,1.00057,160,5,Success,1.60099,120,4,Success
3755,898,3.4612,184,6,Success,3.4521999999999995,200,6,Success,3.4521999999999995,184,6,Success,3.4521999999999995,200,6,Success,3.4521999999999995,200,6,Success,3.4521999999999995,184,6,Success
3756,11,1.03657,154,5,Success,1.03545,160,5,Success,1.03545,160,5,Success,1.03545,160,5,Success,1.00224,200,6,Success,1.03545,160,5,Success
3757,224950,67.71002,154,5,Success,71.08528,120,4,Success,70.86026,120,4,Failure,71.08528,120,4,Success,69.06012000000001,160,5,Success,70.86026,120,4,Failure
3758,1219,3.2706,224,4,Success,1.57778,160,5,Success,3.2706,224,4,Success,1.57778,160,5,Success,1.53999,274,8,Success,3.2706,224,4,Success
3759,510150,5.041600000000001,188,6,Failure,55.5458,160,5,Failure,9.12183,132,5,Failure,55.5458,160,5,Failure,8.59139,200,6,Failure,5.0406,160,5,Failure
3760,5614,1.85789,120,4,Success,1.85789,120,4,Success,1.85789,120,4,Success,1.85789,120,4,Success,0.58263,302,9,Success,1.85789,120,4,Success
3761,33,3.01654,224,4,Success,3.01654,224,4,Success,3.01654,224,4,Success,3.01654,224,4,Success,3.0001300000000004,190,6,Success,3.01654,224,4,Success
3762,1283,6.283,80,3,Success,6.283,80,3,Success,6.283,80,3,Success,6.283,80,3,Success,6.285570000000001,234,7,Success,6.283,80,3,Success
3763,2,2.0027999999999997,224,4,Success,2.0018000000000002,120,4,Success,2.0018000000000002,120,4,Success,2.0018000000000002,120,4,Success,1.0012,270,8,Success,2.0018000000000002,120,4,Success
3764,39,1.0172700000000001,182,6,Success,1.03908,218,4,Success,1.03908,218,4,Success,1.03908,218,4,Success,1.00047,188,6,Success,1.03908,218,4,Success
3765,55,0.01981,332,7,Success,0.01705,282,6,Success,0.01705,282,6,Success,0.01705,282,6,Success,0.012759999999999999,384,8,Success,0.01705,282,6,Success
3766,40,2.65333,204,6,Success,2.54336,194,6,Success,2.54336,194,6,Success,2.54336,194,6,Success,2.54336,194,6,Success,2.54336,194,6,Success
