,amount,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,CLNfee,CLNdly,CLNpthlnt,CLNtp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp,LNDfee,LNDdly,LNDpthlnt,LNDtp
0,8,2.0084999999999997,204,4,Success,2.00047,100,4,Success,2.00047,100,4,Success,2.00047,100,4,Success,1.00044,152,6,Success,2.00047,100,4,Success
2,1525,0.02441,396,6,Success,0.00152,258,5,Success,0.00152,258,5,Success,0.00152,258,5,Success,0.00152,258,5,Success,0.00152,258,5,Success
3,18,3.2525199999999996,298,6,Success,3.2551499999999995,264,5,Success,3.2551499999999995,264,5,Success,3.2551499999999995,264,5,Success,3.25101,404,7,Success,3.2551499999999995,264,5,Success
4,237,0.12797999999999998,148,5,Success,0.1434,120,4,Success,0.1434,120,4,Success,0.1434,120,4,Success,0.11993,150,5,Success,0.1434,120,4,Success
5,41,1.09463,182,6,Success,1.08208,144,5,Success,2.10396,162,4,Success,1.08208,144,5,Success,1.00242,230,7,Success,2.10396,162,4,Success
6,5,1.80153,184,3,Success,1.80153,184,3,Success,1.80153,184,3,Success,1.80153,184,3,Success,1.80153,184,3,Success,1.80153,184,3,Success
7,4955,3.06443,338,7,Success,5.48246,264,5,Success,5.48246,264,5,Success,5.48246,264,5,Success,2.0247800000000002,274,8,Success,5.48246,264,5,Success
8,7355,24.547860000000004,264,5,Success,23.88387,264,5,Success,23.88387,264,5,Success,23.88387,264,5,Success,23.81009,304,6,Success,23.88387,264,5,Success
9,2,0.006,296,5,Success,0.006,296,5,Success,0.006,296,5,Success,0.006,296,5,Success,0.006,296,5,Success,0.006,296,5,Success
10,104,1.34767,604,4,Success,1.34767,604,4,Success,1.34767,604,4,Success,1.34767,604,4,Success,1.31262,338,7,Success,1.34767,604,4,Success
11,666,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success
12,110,2.6054299999999997,298,6,Success,2.6040799999999997,242,5,Success,2.6040799999999997,242,5,Success,2.6040799999999997,242,5,Success,2.59282,260,6,Success,2.6040799999999997,242,5,Success
13,19549,1.71204,280,5,Success,1.71204,280,5,Failure,1.71204,280,5,Failure,1.71204,280,5,Failure,1.4969999999999999,278,6,Failure,1.71204,280,5,Success
14,1,2.0008999999999997,184,3,Success,2.0008999999999997,184,3,Success,2.0008999999999997,184,3,Success,2.0008999999999997,184,3,Success,1.00062,314,9,Success,2.0008999999999997,184,3,Success
15,2982,3.491,184,3,Success,3.491,184,3,Success,3.491,184,3,Success,3.491,184,3,Success,3.491,298,6,Success,3.491,184,3,Success
16,51,0.03795,114,4,Success,0.051199999999999996,184,3,Success,0.051199999999999996,184,3,Success,0.051199999999999996,184,3,Success,0.00061,314,9,Success,0.051199999999999996,184,3,Success
17,96654,3.4952799999999997,304,6,Failure,63.788349999999994,160,5,Failure,63.31791,138,5,Success,63.788349999999994,160,5,Failure,72.06983,260,9,Failure,63.26790999999999,160,5,Success
18,50572,2.4551499999999997,240,7,Success,11.16498,80,3,Success,11.16498,80,3,Success,11.16498,80,3,Success,1.50671,270,8,Success,11.16498,80,3,Success
19,27480,2.27792,264,5,Success,2.1119199999999996,242,5,Success,3.2198399999999996,160,5,Success,2.1119199999999996,242,5,Success,2.1119199999999996,242,5,Success,2.1119199999999996,242,5,Success
20,8,2.1744700000000003,258,5,Success,2.0270200000000003,264,5,Success,2.0270200000000003,264,5,Success,2.0270200000000003,264,5,Success,2.0270200000000003,468,10,Success,2.0270200000000003,264,5,Success
21,1820,2.28211,520,8,Success,2.01274,448,7,Success,2.1182999999999996,344,7,Success,2.01274,448,7,Success,2.01274,448,7,Success,2.01274,448,7,Success
22,1,2.0025000000000004,292,6,Success,2.0020100000000003,368,5,Success,2.0020100000000003,368,5,Success,2.0020100000000003,368,5,Success,2.0020100000000003,294,6,Success,2.0020100000000003,368,5,Success
23,6876,0.05014,264,5,Success,1.01376,120,4,Success,20.634900000000002,80,3,Success,1.01376,120,4,Success,0.02751,194,6,Success,20.634900000000002,80,3,Success
24,366,1.0754,264,5,Success,1.07357,264,5,Success,1.07357,264,5,Success,1.07357,264,5,Success,1.00294,334,7,Success,1.07357,264,5,Success
25,256,0.25626,264,5,Success,0.25626,264,5,Success,0.25626,264,5,Success,0.25626,264,5,Success,0.00129,344,7,Success,0.25626,264,5,Success
26,15365,26.45349,120,4,Success,26.45349,120,4,Success,26.45349,120,4,Success,26.45349,120,4,Success,24.92989,174,7,Success,26.45349,120,4,Success
27,3511,3.5589799999999996,148,5,Success,4.45018,120,4,Success,4.45018,120,4,Success,4.45018,120,4,Success,3.45715,178,6,Success,4.45018,120,4,Success
28,992,2.0029700000000004,258,5,Success,3.58347,120,4,Success,3.58347,120,4,Success,3.58347,120,4,Success,2.0029700000000004,184,6,Success,3.58347,120,4,Success
29,767,2.46486,298,6,Success,3.3124700000000002,264,5,Success,3.3124700000000002,264,5,Success,3.3124700000000002,264,5,Success,2.31177,368,8,Success,3.3124700000000002,264,5,Success
30,1368,23.88028,332,7,Success,23.880760000000002,304,6,Success,23.905720000000002,282,6,Success,23.880760000000002,304,6,Success,23.766540000000003,300,7,Success,23.880760000000002,304,6,Success
32,6613,22.187469999999998,298,6,Success,22.167569999999998,264,5,Success,22.167569999999998,264,5,Success,22.167569999999998,264,5,Success,20.85226,174,6,Success,22.167569999999998,264,5,Success
33,343,2.00271,148,5,Success,2.8082599999999998,114,4,Success,2.8082599999999998,114,4,Success,2.8082599999999998,114,4,Success,2.00102,234,7,Success,2.8082599999999998,114,4,Success
34,346,3.9233800000000003,234,7,Success,3.9233800000000003,234,7,Success,3.9233800000000003,234,7,Success,3.9233800000000003,234,7,Success,2.8787300000000005,310,9,Success,3.9233800000000003,234,7,Success
35,22,0.021310000000000003,222,7,Success,1.02159,160,5,Success,1.02159,160,5,Success,1.02159,160,5,Success,0.00794,348,10,Success,1.02159,160,5,Success
36,22108,2.0612399999999997,114,4,Success,2.0612399999999997,114,4,Success,2.0612399999999997,114,4,Success,2.0612399999999997,114,4,Success,0.06633,314,9,Success,2.0612399999999997,114,4,Success
37,9,2.0018200000000004,160,5,Success,2.00092,160,5,Success,2.00092,160,5,Success,2.00092,160,5,Success,2.0009300000000003,230,7,Success,2.00092,160,5,Success
38,8402,1.70677,148,5,Success,2.0252,110,4,Success,10.410409999999999,80,3,Success,2.0252,110,4,Success,1.17644,224,7,Success,10.410409999999999,80,3,Success
39,11,1.06406,188,6,Success,1.14899,152,4,Success,1.14899,152,4,Success,1.14899,152,4,Success,1.00573,224,7,Success,11.003319999999999,80,3,Success
40,53,2.45458,330,6,Success,2.4242199999999996,242,5,Success,2.4242199999999996,242,5,Success,2.4242199999999996,242,5,Success,2.41867,260,6,Success,2.4242199999999996,242,5,Success
41,15,0.5172399999999999,310,5,Success,1.0067,162,5,Success,1.0067,162,5,Success,1.0067,162,5,Success,0.00216,270,8,Success,0.5172399999999999,310,5,Success
42,6,1.50601,392,5,Success,1.50601,424,5,Success,1.50601,392,5,Success,1.50601,424,5,Success,1.10063,494,7,Success,1.50601,392,5,Success
43,2743,8.258519999999999,368,5,Success,8.258519999999999,368,5,Success,8.258519999999999,368,5,Success,8.258519999999999,368,5,Success,8.23375,702,12,Success,8.258519999999999,368,5,Success
44,85,0.26497999999999994,258,5,Success,0.01114,120,4,Success,0.01114,120,4,Success,0.01114,120,4,Success,0.00944,234,7,Success,0.01114,120,4,Success
45,16201,0.0,328,4,Success,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Failure,0.0,328,4,Success
46,195,2.0008,160,5,Success,2.0008,160,5,Success,2.0008,160,5,Success,2.0008,160,5,Success,2.001,292,9,Success,2.0008,160,5,Success
47,126,0.43683000000000005,166,6,Success,0.41971,194,6,Success,1.38126,138,5,Success,0.41971,194,6,Success,0.37915000000000004,382,11,Success,1.38126,138,5,Success
48,3,11.00154,254,5,Success,11.0002,120,4,Success,11.0002,120,4,Success,11.0002,120,4,Success,10.000630000000001,234,7,Success,11.0002,120,4,Success
49,178,1.09161,184,3,Success,1.09161,184,3,Success,1.09161,184,3,Success,1.09161,184,3,Success,1.09161,184,3,Success,1.09161,184,3,Success
50,4,11.002500000000001,184,3,Success,11.002500000000001,184,3,Success,11.002500000000001,184,3,Success,11.002500000000001,184,3,Success,10.00122,182,6,Success,11.002500000000001,184,3,Success
51,29128,2.46607,290,5,Failure,2.49519,258,5,Failure,2.49519,258,5,Failure,2.49519,258,5,Failure,2.49519,258,5,Failure,2.46607,290,5,Success
52,809,2.7759500000000004,264,5,Success,2.7759500000000004,264,5,Success,2.7759500000000004,264,5,Success,2.7759500000000004,264,5,Success,2.44066,742,13,Success,2.7759500000000004,264,5,Success
53,1217,1.21822,264,5,Success,1.21822,264,5,Success,1.21822,264,5,Success,1.21822,264,5,Success,0.00609,344,7,Success,1.21822,264,5,Success
54,3522,13.245730000000002,326,7,Success,14.33878,398,6,Success,14.33878,386,6,Success,14.33878,398,6,Success,13.05744,382,8,Success,14.33878,386,6,Success
55,3653,5.18977,134,5,Success,3.7402100000000003,140,5,Success,3.7402100000000003,140,5,Success,3.7402100000000003,140,5,Success,3.5026399999999995,282,9,Success,3.7402100000000003,140,5,Success
56,256,2.00052,224,4,Success,2.00052,224,4,Success,2.00052,224,4,Success,2.00052,224,4,Success,2.00078,344,7,Success,2.00052,224,4,Success
57,1958,1.20855,172,6,Success,1.4151,160,5,Success,6.875959999999999,80,3,Success,1.4151,160,5,Success,1.10965,276,9,Success,6.875959999999999,80,3,Success
58,207,2.62142,120,4,Success,2.62142,120,4,Success,2.62142,120,4,Success,2.62142,120,4,Success,2.62142,120,4,Success,2.62142,120,4,Success
59,7,1.49008,114,4,Success,1.49008,114,4,Success,1.49008,114,4,Success,1.49008,114,4,Success,1.00008,168,6,Success,1.49008,114,4,Success
60,286,5.289459999999999,368,5,Success,5.289749999999999,368,5,Success,5.287749999999999,264,5,Success,5.289749999999999,368,5,Success,5.287459999999999,330,6,Success,5.287749999999999,264,5,Success
61,23461,1.1652200000000001,104,4,Success,5.715669999999999,80,3,Success,5.715669999999999,80,3,Success,5.715669999999999,80,3,Success,1.32846,184,6,Success,5.715669999999999,80,3,Success
62,119,0.7425999999999999,264,5,Success,0.7425999999999999,264,5,Success,0.7425999999999999,264,5,Success,0.7425999999999999,264,5,Success,0.71507,532,9,Success,0.7425999999999999,264,5,Success
63,10,2.00284,194,6,Success,2.00225,160,5,Success,2.00225,160,5,Success,2.00225,160,5,Success,2.0020300000000004,274,8,Success,2.00225,160,5,Success
64,3577,12.479609999999997,188,6,Success,13.02785,160,5,Success,13.02785,160,5,Success,13.02785,160,5,Success,12.0278,156,6,Success,13.02785,160,5,Success
65,42,1.1273,310,7,Success,1.12646,298,6,Success,3.1417900000000003,264,5,Success,1.12646,298,6,Success,1.12646,298,6,Success,3.1417900000000003,264,5,Success
66,1867,0.01474,298,6,Success,0.01474,298,6,Success,0.01474,298,6,Success,0.01474,298,6,Success,0.01661,328,7,Success,0.01474,298,6,Success
67,19,3.00633,442,7,Success,3.0000599999999995,304,6,Success,3.0000599999999995,304,6,Success,3.0000599999999995,304,6,Success,3.0000599999999995,304,6,Success,3.0000599999999995,304,6,Success
68,4696,1.46526,160,5,Failure,3.30747,368,5,Success,1.46526,160,5,Failure,3.30747,368,5,Success,2.00496,214,7,Success,1.46526,160,5,Failure
69,1062,2.57669,368,5,Success,2.01168,368,5,Success,2.06306,264,5,Success,2.01168,368,5,Success,1.0053100000000001,344,7,Success,2.01168,368,5,Success
70,105,2.02247,154,5,Success,2.0088,160,5,Success,2.0214100000000004,138,5,Success,2.0088,160,5,Success,2.00096,240,7,Success,2.0088,160,5,Success
71,36,1.11562,154,5,Success,1.11562,154,5,Success,1.11562,154,5,Success,1.11562,154,5,Success,1.1084100000000001,354,10,Success,1.11562,154,5,Success
72,13503,0.14853000000000002,254,5,Failure,0.14853000000000002,254,5,Failure,0.14853000000000002,254,5,Failure,0.14853000000000002,254,5,Failure,0.22955,374,8,Failure,0.14853000000000002,254,5,Failure
73,1276,0.0,330,6,Success,0.0,330,6,Success,0.0,330,6,Success,0.0,330,6,Success,0.0,330,6,Success,0.0,330,6,Success
74,16161,3.104,496,6,Failure,10.08051,400,5,Failure,10.08051,346,5,Failure,10.08051,400,5,Failure,3.1201600000000003,568,9,Failure,10.08051,346,5,Failure
75,1,1.001,120,4,Success,1.001,120,4,Success,1.001,120,4,Success,1.001,120,4,Success,1.00008,304,9,Success,1.001,120,4,Success
76,6,1.00427,294,6,Success,1.00205,266,5,Success,1.00205,266,5,Success,1.00205,266,5,Success,1.00028,766,8,Success,1.00205,266,5,Success
77,8,1.03081,298,6,Success,1.0298299999999998,264,5,Success,1.0298299999999998,264,5,Success,1.0298299999999998,264,5,Success,1.0286899999999999,408,6,Success,1.0298299999999998,264,5,Success
78,309,6.4092199999999995,258,5,Success,6.371479999999999,160,5,Success,6.371479999999999,160,5,Success,6.371479999999999,160,5,Success,6.30993,230,7,Success,6.371479999999999,160,5,Success
79,1697,0.19516,264,5,Success,0.19516,264,5,Success,0.19516,264,5,Success,0.19516,264,5,Success,0.03565,448,7,Success,0.19516,264,5,Success
80,218,1.0093800000000002,368,5,Success,1.0093800000000002,368,5,Success,1.0093800000000002,368,5,Success,1.0093800000000002,368,5,Success,1.00109,344,7,Success,1.0093800000000002,368,5,Success
81,32,1.11988,368,5,Success,0.10402,264,5,Success,0.10402,264,5,Success,0.10402,264,5,Success,0.096,462,8,Success,0.10261999999999999,264,5,Success
82,1052,5.57653,282,6,Success,5.63704,264,5,Success,5.63704,264,5,Success,5.63704,264,5,Success,5.21416,512,9,Success,5.63704,264,5,Success
83,8,0.03009,398,8,Success,0.044210000000000006,214,6,Success,2.00152,142,5,Success,0.044210000000000006,214,6,Success,0.02489,494,13,Success,2.00152,142,5,Success
84,1096,3.56503,332,7,Success,4.48557,264,5,Success,4.48557,264,5,Success,4.48557,264,5,Success,3.2902,492,8,Success,4.48557,264,5,Success
85,3082,13.104000000000001,368,5,Success,12.26127,264,5,Success,12.27364,249,5,Success,12.26127,264,5,Success,11.255180000000001,512,6,Success,11.255180000000001,368,5,Success
86,59,1.1817900000000001,148,5,Success,0.00442,120,4,Success,0.00442,120,4,Success,0.00442,120,4,Success,0.0,214,7,Success,0.00442,120,4,Success
87,11594,6.450139999999999,188,6,Success,6.27618,160,5,Failure,6.2308,138,5,Failure,6.27618,160,5,Failure,6.2181999999999995,156,6,Failure,6.2181999999999995,138,5,Success
88,929,2.2333400000000005,154,5,Success,2.2333400000000005,154,5,Success,2.2333400000000005,154,5,Success,2.2333400000000005,154,5,Success,2.2333400000000005,154,5,Success,2.2333400000000005,154,5,Success
89,2,3.00649,296,9,Success,4.000450000000001,212,7,Success,4.000450000000001,212,7,Success,4.000450000000001,212,7,Success,3.0000500000000003,388,11,Success,4.000450000000001,212,7,Success
90,2,1.00642,154,5,Success,1.00642,154,5,Success,1.00642,154,5,Success,1.00642,154,5,Success,1.00602,354,10,Success,1.00642,154,5,Success
91,42,0.16271,298,6,Success,0.1493,264,5,Success,0.1493,264,5,Success,0.1493,264,5,Success,0.12807000000000002,572,10,Success,0.1493,264,5,Success
92,601,3.3123,264,5,Success,3.0018,120,4,Success,3.0018,120,4,Success,3.0018,120,4,Success,3.0029999999999997,268,8,Success,3.0018,120,4,Success
93,514,1.1902,298,6,Success,1.10331,264,5,Success,1.10331,264,5,Success,1.10331,264,5,Success,1.0041,334,7,Success,1.10331,264,5,Success
94,1939,7.044549999999999,258,5,Success,7.0134300000000005,264,5,Success,7.0134300000000005,264,5,Success,7.0134300000000005,264,5,Success,7.0134300000000005,264,5,Success,7.0134300000000005,264,5,Success
95,39,1.0236,264,5,Success,1.0234,264,5,Success,1.0234,264,5,Success,1.0234,264,5,Success,1.0158800000000001,334,7,Success,1.0234,264,5,Success
96,1,1.0010199999999998,258,5,Success,0.00030000000000000003,264,5,Success,0.00030000000000000003,264,5,Success,0.00030000000000000003,264,5,Success,0.0001,274,8,Success,0.00030000000000000003,264,5,Success
97,24,0.08032,264,5,Success,0.08032,264,5,Success,0.08032,264,5,Success,0.08032,264,5,Success,0.07424,334,7,Success,0.08032,264,5,Success
98,4,2.00206,252,5,Success,1.0007700000000002,166,6,Success,2.00206,252,5,Success,1.0007700000000002,166,6,Success,1.00045,196,7,Success,2.00206,252,5,Success
100,690,1.4019000000000001,142,5,Success,1.06555,148,5,Success,2.72524,224,4,Success,1.06555,148,5,Success,1.00759,188,6,Success,2.72524,224,4,Success
101,1,0.10091,258,5,Success,0.10053000000000001,368,5,Success,0.10055,244,5,Success,0.10053000000000001,368,5,Success,0.1005,314,7,Success,1.101,224,4,Success
102,45,0.13576000000000002,258,5,Success,0.13504000000000002,264,5,Success,0.13504000000000002,264,5,Success,0.13504000000000002,264,5,Success,0.13504000000000002,264,5,Success,0.13504000000000002,264,5,Success
103,1,1.0062,282,6,Success,1.006,296,5,Success,1.006,296,5,Success,1.006,296,5,Success,1.006,296,5,Success,1.006,296,5,Success
104,18,4.01835,120,4,Success,4.01835,120,4,Success,4.01835,120,4,Success,4.01835,120,4,Success,4.01399,354,10,Success,4.01835,120,4,Success
105,506,2.3031800000000002,164,5,Success,2.07641,154,5,Success,2.07641,154,5,Success,2.07641,154,5,Success,2.07641,154,5,Success,2.07641,154,5,Success
106,1947,2.3613399999999998,184,3,Success,2.3613399999999998,184,3,Success,2.3613399999999998,184,3,Success,2.3613399999999998,184,3,Success,1.31364,390,11,Success,2.3613399999999998,184,3,Success
107,29,1.00609,184,3,Success,1.00609,184,3,Success,1.00609,184,3,Success,1.00609,184,3,Success,1.00609,154,5,Success,1.00609,184,3,Success
108,8701,2.4709000000000003,188,6,Success,3.46996,160,5,Success,3.46996,160,5,Success,3.46996,160,5,Success,2.4612,194,6,Success,3.46996,160,5,Success
109,2,0.01295,188,6,Success,1.0160299999999998,264,5,Success,1.0160299999999998,264,5,Success,1.0160299999999998,264,5,Success,0.012199999999999999,262,7,Success,1.0160299999999998,264,5,Success
110,10339,3.03102,264,5,Failure,6.17984,264,5,Success,3.03102,264,5,Failure,6.17984,264,5,Failure,2.03102,334,7,Failure,3.03102,264,5,Failure
112,48,0.15305999999999997,114,4,Success,0.15305999999999997,114,4,Success,2.0484099999999996,184,3,Success,0.15305999999999997,114,4,Success,0.00023999999999999998,338,7,Success,2.0484099999999996,184,3,Success
113,104,1.60616,126,5,Success,2.0121700000000002,120,4,Success,2.0121700000000002,120,4,Success,2.0121700000000002,120,4,Success,1.00113,480,14,Success,2.0121700000000002,120,4,Success
114,2,2.0004,120,4,Success,2.0004,120,4,Success,2.0004,120,4,Success,2.0004,120,4,Success,2.0004,120,4,Success,2.0004,120,4,Success
115,1,0.34715,142,5,Success,2.24526,234,3,Success,2.24526,234,3,Success,2.24526,234,3,Success,0.004,376,10,Success,2.24526,234,3,Success
116,3,2.0067399999999997,304,6,Success,2.0063,282,6,Success,2.0063,282,6,Success,2.0063,282,6,Success,2.00602,374,8,Success,2.0063,282,6,Success
117,2,1.1108099999999999,298,6,Success,0.0067,540,5,Success,0.0067,540,5,Success,0.0067,540,5,Success,0.00021,280,8,Success,0.0067,540,5,Success
118,33,2.0174399999999997,174,6,Success,1.02656,140,5,Success,1.02656,140,5,Success,1.02656,140,5,Success,1.0226799999999998,254,8,Success,1.02656,140,5,Success
119,188,2.094,184,3,Success,2.094,184,3,Success,2.094,184,3,Success,2.094,184,3,Success,1.02243,434,12,Success,2.094,184,3,Success
120,3,1.0135,224,4,Success,1.0135,224,4,Success,1.0135,224,4,Success,1.0135,224,4,Success,1.0015100000000001,338,7,Success,1.0135,224,4,Success
121,2779,1.00278,328,4,Success,1.00278,328,4,Success,1.00278,328,4,Success,1.00278,328,4,Success,1.00278,328,4,Success,1.00278,328,4,Success
122,9,2.05441,154,5,Success,2.0037000000000003,160,5,Success,2.0037000000000003,160,5,Success,2.0037000000000003,160,5,Success,2.0010000000000003,234,7,Success,2.0037000000000003,160,5,Success
123,2818,17.09834,292,6,Success,16.93336,296,5,Failure,16.95037,264,5,Success,16.93336,296,5,Failure,16.93336,348,7,Failure,16.93336,296,5,Success
124,15,0.04716,368,5,Success,0.04716,368,5,Success,0.04716,368,5,Success,0.04716,368,5,Success,0.045,492,8,Success,0.04716,368,5,Success
125,21848,67.80696,194,6,Failure,68.6974,160,5,Failure,68.6974,160,5,Failure,68.6974,160,5,Failure,66.80795000000002,350,10,Failure,68.6974,160,5,Success
126,1213,5.64443,224,4,Success,5.64443,224,4,Success,5.64443,224,4,Success,5.64443,224,4,Success,5.64565,368,8,Success,5.64443,224,4,Success
127,825,36.4887,454,6,Success,43.71314,224,4,Success,43.71314,224,4,Success,43.71314,224,4,Success,35.13903000000001,392,9,Success,43.71314,224,4,Success
128,34,2.0226100000000002,224,4,Success,2.0226100000000002,224,4,Success,2.0226100000000002,224,4,Success,2.0226100000000002,224,4,Success,2.0003400000000005,270,8,Success,2.0226100000000002,224,4,Success
129,21927,1.13157,242,5,Failure,1.74121,264,5,Failure,1.13157,242,5,Failure,1.74121,264,5,Failure,1.1535,304,6,Failure,1.13157,242,5,Failure
130,2911,9.78556,258,5,Success,9.73884,264,5,Failure,9.73884,264,5,Failure,9.73884,264,5,Failure,9.73884,264,5,Failure,9.73884,264,5,Success
131,23736,4.33234,228,7,Success,4.642440000000001,200,6,Success,15.91601,264,5,Success,4.642440000000001,200,6,Success,4.14344,314,9,Success,15.91601,264,5,Success
132,5989,2.01897,264,5,Success,2.01897,264,5,Success,2.01897,264,5,Success,2.01897,264,5,Success,2.03095,472,8,Failure,2.01897,264,5,Success
133,289,1.07514,148,5,Success,1.0291899999999998,100,4,Success,1.0291899999999998,100,4,Success,1.0291899999999998,100,4,Success,1.0005799999999998,254,8,Success,1.0291899999999998,100,4,Success
134,1,3.002,264,5,Success,3.002,264,5,Success,3.002,264,5,Success,3.002,264,5,Success,2.00211,444,11,Success,3.002,264,5,Success
135,18,2.06303,224,4,Success,2.06303,224,4,Success,2.06303,224,4,Success,2.06303,224,4,Success,1.05585,194,6,Success,2.06303,224,4,Success
136,432506,43.68315,150,5,Failure,129.76045,80,3,Failure,129.76045,80,3,Failure,129.76045,80,3,Failure,57.497330000000005,340,10,Failure,129.76045,80,3,Failure
137,191988,2.38398,114,4,Failure,2.38398,114,4,Failure,2.38398,114,4,Failure,2.38398,114,4,Failure,3.7679600000000004,298,6,Failure,2.38398,114,4,Success
138,193,1.00019,472,5,Success,1.00019,472,5,Success,1.00019,472,5,Success,1.00019,472,5,Success,1.00019,472,5,Success,1.00019,472,5,Success
139,4871,1.34884,298,6,Success,1.21632,304,6,Success,4.435499999999999,224,4,Success,1.21632,304,6,Success,1.0224799999999998,508,10,Success,4.435499999999999,224,4,Success
140,2546,1.2749700000000002,148,5,Success,1.08657,154,5,Success,1.08657,154,5,Success,1.08657,154,5,Success,1.03057,326,10,Success,1.08657,154,5,Success
141,734,1.0014599999999998,264,5,Success,1.0014599999999998,264,5,Success,1.0014599999999998,264,5,Success,1.0014599999999998,264,5,Success,1.0014599999999998,264,5,Success,1.0014599999999998,264,5,Success
142,22,2.27449,126,5,Success,2.0025399999999998,92,4,Success,2.0025399999999998,92,4,Success,2.0025399999999998,92,4,Success,2.00035,314,10,Success,2.0025399999999998,92,4,Success
143,16,1.0563399999999998,182,6,Success,0.00472,160,5,Success,1.05949,120,4,Success,0.00472,160,5,Success,0.0032400000000000003,394,11,Success,1.05949,120,4,Success
144,25,0.08087,224,4,Success,0.08087,224,4,Success,0.08087,224,4,Success,0.08087,224,4,Success,0.07502,482,8,Success,0.08087,224,4,Success
145,5,2.00519,336,6,Success,2.00374,160,5,Success,2.00374,160,5,Success,2.00374,160,5,Success,1.0005600000000001,194,6,Success,1.50823,310,5,Success
146,3874,3.03101,160,5,Success,3.3289000000000004,160,5,Success,3.03101,160,5,Success,3.3289000000000004,160,5,Success,2.03487,240,7,Success,3.03101,160,5,Success
147,15,1.0030999999999999,264,5,Success,1.0030199999999998,264,5,Success,1.0030199999999998,264,5,Success,1.0030199999999998,264,5,Success,1.00013,334,7,Success,1.0030199999999998,264,5,Success
148,3,0.009739999999999999,264,5,Success,0.009729999999999999,264,5,Success,0.009729999999999999,264,5,Success,0.009729999999999999,264,5,Success,0.0096,348,7,Success,0.009729999999999999,264,5,Success
149,3,2.0093,160,5,Success,2.0096299999999996,160,5,Success,2.0093,160,5,Success,2.0096299999999996,160,5,Success,2.009,234,7,Success,2.0093,160,5,Success
150,86,1.31235,286,6,Success,1.2616299999999998,258,5,Success,1.2616299999999998,258,5,Success,1.2616299999999998,258,5,Success,1.2591299999999999,322,7,Success,1.2616299999999998,258,5,Success
151,3,2.25344,160,5,Success,3.2501700000000002,120,4,Success,3.2501700000000002,120,4,Success,3.2501700000000002,120,4,Success,1.0003,304,9,Success,3.2501700000000002,120,4,Success
152,8,1.0021,664,6,Success,1.0021,664,6,Success,1.00406,538,6,Success,1.0021,664,6,Success,1.00091,234,8,Success,13.556089999999998,154,5,Success
153,2226,3.55173,338,7,Success,4.22823,242,5,Success,4.22823,242,5,Success,4.22823,242,5,Success,2.63422,402,9,Success,4.22823,242,5,Success
154,1,0.00263,264,5,Success,0.00011,160,5,Success,0.00011,160,5,Success,0.00011,160,5,Success,0.0,174,6,Success,0.00011,160,5,Success
155,92,1.5353599999999998,294,6,Success,0.28744,138,5,Success,0.28744,138,5,Success,0.28744,138,5,Success,0.00966,218,7,Success,0.28744,138,5,Success
156,1,1.0003199999999999,154,5,Success,2.00069,120,4,Success,2.00069,120,4,Success,2.00069,120,4,Success,1.0000599999999997,234,7,Success,2.00069,120,4,Success
157,8634,26.767989999999998,296,5,Failure,26.767989999999998,296,5,Failure,26.767989999999998,296,5,Failure,26.767989999999998,296,5,Failure,26.767989999999998,388,8,Failure,26.767989999999998,296,5,Failure
158,527,3.0063299999999997,114,4,Success,3.0063299999999997,114,4,Success,3.0063299999999997,114,4,Success,3.0063299999999997,114,4,Success,2.00417,416,12,Success,3.0063299999999997,114,4,Success
159,2140,1.43014,80,3,Success,1.43014,80,3,Success,1.43014,80,3,Success,1.43014,80,3,Success,1.01712,150,5,Success,1.43014,80,3,Success
160,19,1.11166,224,4,Success,1.00969,120,4,Success,1.00969,120,4,Success,1.00969,120,4,Success,0.10273,252,8,Success,1.00969,120,4,Success
161,205,1.22173,254,5,Success,1.10351,224,4,Success,1.10351,224,4,Success,1.10351,224,4,Success,1.10271,298,6,Success,1.10351,224,4,Success
162,4,0.01288,264,5,Success,0.01288,264,5,Success,0.01288,264,5,Success,0.01288,264,5,Success,0.0124,386,6,Success,0.01288,264,5,Success
163,2557,9.832139999999999,298,6,Success,9.707799999999999,304,6,Failure,9.68214,304,6,Success,9.707799999999999,304,6,Failure,9.68214,428,9,Failure,9.68214,304,6,Success
164,3906,12.91302,264,5,Success,12.72492,264,5,Success,12.72492,242,5,Success,12.72492,264,5,Success,12.72492,348,7,Success,12.72492,242,5,Success
165,7459,3.9086,228,7,Success,4.53024,200,6,Success,26.125180000000004,160,5,Success,4.53024,200,6,Success,3.76781,240,7,Failure,26.125180000000004,160,5,Success
166,2,1.00117,288,6,Success,1.00102,294,6,Success,1.00102,294,6,Success,1.00102,294,6,Success,1.00102,294,6,Success,1.00102,294,6,Success
167,106,2.05311,214,4,Success,1.10622,110,4,Success,1.10622,110,4,Success,1.10622,110,4,Success,1.00022,182,5,Success,1.10622,110,4,Success
